schema_version,system_time,operation_time,phase,event,mode,controller_mode,run_uuid,run_kind,session_id,schedule_id,subject_id,object_id,trial_id,trial_order,repetition,adaptive_impedance,adaptive_haptics,adaptive_gripper,omega_x,omega_y,omega_z,omega_valid,gripper_deg,button,target_x,target_y,target_z,robot_x,robot_y,robot_z,F_ext_x,F_ext_y,F_ext_z,T_ext_x,T_ext_y,T_ext_z,F_ext_mag,K_trans,K_rot,damping_ratio,K_fb,deadband,scale,gripper_state,gripper_cmd_width,gripper_width,gripper_width_valid,gripper_speed,gripper_force,grasp_success,vision_class,vision_label,vision_confidence,vision_locked,vision_frame_id,capture_wall_time_ns,capture_perf_time_ns,frame_enqueue_perf_time_ns,inference_start_perf_time_ns,inference_end_perf_time_ns,result_receive_perf_time_ns,vision_queue_age_ms,parameter_apply_start_perf_time_ns,parameter_apply_end_perf_time_ns,detection_to_parameter_start_ms,transition_active,transition_duration_ms,u_h_base_x,u_h_base_y,u_h_base_z,u_g_aperture_N,u_h_cmd_x,u_h_cmd_y,u_h_cmd_z,u_h_cmd_norm_N,haptic_force_limit_N,haptic_saturated,effective_force_threshold_N,fusion_delta_K,fusion_active,control_dt,control_compute_time_s,control_overrun_s,control_deadline_miss,force_baseline_mean,force_baseline_std,force_threshold
3,8.236660630000188,nan,PREP,system_start|vision_start,I_H_G,I_H_G,2b6f8a6c-66f5-4fc4-a995-ff3b89f52d52,pilot,PILOT01_S1,MECH-D-26-00641-PILOT-v1-seed260642,PILOT01,cup,PILOT01_T03,3,1,1,1,1,0.004790778586148514,-0.008040638140655509,0.0989382361374961,1,-28.27341079972659,0,0.32906915609634396,0.030227364241354485,0.47896649479362907,0.32906915609634396,0.030227364241354485,0.47896649479362907,-0.372625669480423,0.08982513107312706,0.3380637258893707,-0.22284889411981346,-0.39870901751288923,0.05074472641358389,0.5110827002455096,150.0,10.0,1.0,0.5,0.4,3.0,IDLE,0.08,0.07986774295568466,1,0.05,15.0,0,unknown,unknown,nan,0,-1,0,0,0,0,0,0,nan,0,0,nan,0,nan,0.0,0.0,0.0,0.2827341079972659,0.0,0.0,0.2827341079972659,0.2827341079972659,3.0,0,0.8,0.0,0,2.1519999791053124e-06,0.09781377899980725,0.0,0,nan,nan,nan
3,8.335079192000194,nan,PREP,,I_H_G,I_H_G,2b6f8a6c-66f5-4fc4-a995-ff3b89f52d52,pilot,PILOT01_S1,MECH-D-26-00641-PILOT-v1-seed260642,PILOT01,cup,PILOT01_T03,3,1,1,1,1,0.005744977706010818,-0.001912018409640301,0.101656884475248,1,-28.279562542720438,0,0.32906915609634396,0.030227364241354485,0.47896649479362907,0.3290727461890004,0.03023882640559665,0.47894758351610867,-0.43016882072335916,0.0876484772870395,0.37777863610694196,-0.2235687556576021,-0.4333505024726553,0.04936897894099998,0.5791754205696953,150.0,10.0,1.0,0.5,0.4,3.0,IDLE,0.08,0.07986774295568466,1,0.05,15.0,0,unknown,unknown,nan,0,-1,0,0,0,0,0,0,nan,0,0,nan,0,nan,0.0,0.0,0.0,0.2827956254272044,0.0,0.0,0.2827956254272044,0.2827956254272044,3.0,0,0.8,0.0,0,0.0984185620000062,0.01925437099998817,0.0934185620000062,1,nan,nan,nan
3,8.35438588299985,nan,PREP,,I_H_G,I_H_G,2b6f8a6c-66f5-4fc4-a995-ff3b89f52d52,pilot,PILOT01_S1,MECH-D-26-00641-PILOT-v1-seed260642,PILOT01,cup,PILOT01_T03,3,1,1,1,1,0.005636516098672245,-0.00044750649857168076,0.10217299595016881,1,-28.279562542720438,0,0.32906915609634396,0.030227364241354485,0.47896649479362907,0.3290724330686329,0.03024085254275604,0.47894751160742843,-0.4699885007283632,0.08570033974004426,0.40619142462201696,-0.22375099966261522,-0.45759998664190016,0.04819940629694839,0.6270767197759117,150.0,10.0,1.0,0.5,0.4,3.0,IDLE,0.08,0.07986511290073395,1,0.05,15.0,0,unknown,unknown,nan,0,-1,0,0,0,0,0,0,nan,0,0,nan,0,nan,0.0,0.0,0.0,0.2827956254272044,0.0,0.0,0.2827956254272044,0.2827956254272044,3.0,0,0.8,0.0,0,0.019306690999655984,0.018450980000125128,0.014306690999655983,1,nan,nan,nan
3,8.372899826999856,nan,PREP,,I_H_G,I_H_G,2b6f8a6c-66f5-4fc4-a995-ff3b89f52d52,pilot,PILOT01_S1,MECH-D-26-00641-PILOT-v1-seed260642,PILOT01,cup,PILOT01_T03,3,1,1,1,1,0.005505991511811331,1.8673199033451537e-05,0.1023609064161129,1,-28.27341079972659,0,0.32906915609634396,0.030227364241354485,0.47896649479362907,0.3290723129945352,0.030240952429114173,0.4789474079782521,-0.4962351833759336,0.0850308176793379,0.42674439451936214,-0.22405250261533305,-0.47388172119789984,0.0470045158377806,0.659992708618103,150.0,10.0,1.0,0.5,0.4,3.0,IDLE,0.08,0.07986511290073395,1,0.05,15.0,0,unknown,unknown,nan,0,-1,0,0,0,0,0,0,nan,0,0,nan,0,nan,0.0,0.0,0.0,0.2827341079972659,0.0,0.0,0.2827341079972659,0.2827341079972659,3.0,0,0.8,0.0,0,0.018513944000005722,0.00086435600042023,0.013513944000005721,1,nan,nan,nan
3,8.392660044999502,nan,PREP,,I_H_G,I_H_G,2b6f8a6c-66f5-4fc4-a995-ff3b89f52d52,pilot,PILOT01_S1,MECH-D-26-00641-PILOT-v1-seed260642,PILOT01,cup,PILOT01_T03,3,1,1,1,1,0.005047929218136488,3.740352678862826e-05,0.10263186994724707,1,-28.27341079972659,0,0.32906915609634396,0.030227364241354485,0.47896649479362907,0.32907287249056644,0.030238357840177612,0.4789492326005413,-0.5136476135610019,0.09318299346201828,0.4399150115054907,-0.22915629751247546,-0.48578078835768573,0.047735880077781026,0.6826728048892315,150.0,10.0,1.0,0.5,0.4,3.0,IDLE,0.08,0.07986511290073395,1,0.05,15.0,0,unknown,unknown,nan,0,-1,0,0,0,0,0,0,nan,0,0,nan,0,nan,0.0,0.0,0.0,0.2827341079972659,0.0,0.0,0.2827341079972659,0.2827341079972659,3.0,0,0.8,0.0,0,0.019760217999646557,0.1034609320004165,0.014760217999646556,1,nan,nan,nan
3,8.496179906999714,nan,PREP,,I_H_G,I_H_G,2b6f8a6c-66f5-4fc4-a995-ff3b89f52d52,pilot,PILOT01_S1,MECH-D-26-00641-PILOT-v1-seed260642,PILOT01,cup,PILOT01_T03,3,1,1,1,1,0.003980331187725367,-0.0015793344830222719,0.10282660181835523,1,-28.27341079972659,0,0.32906915609634396,0.030227364241354485,0.47896649479362907,0.3290720789473519,0.03024081972538071,0.4789495212486549,-0.5263432666311747,0.09897949748360854,0.4491015780694467,-0.23278167116996196,-0.49447043522375034,0.04826779498441076,0.698946637930644,150.0,10.0,1.0,0.5,0.4,3.0,IDLE,0.08,0.07986511290073395,1,0.05,15.0,0,unknown,unknown,nan,0,-1,0,0,0,0,0,0,nan,0,0,nan,0,nan,0.0,0.0,0.0,0.2827341079972659,0.0,0.0,0.2827341079972659,0.2827341079972659,3.0,0,0.8,0.0,0,0.10351986200021202,0.06796001200018509,0.09851986200021201,1,nan,nan,nan
3,8.564240071000313,nan,PREP,,I_H_G,I_H_G,2b6f8a6c-66f5-4fc4-a995-ff3b89f52d52,pilot,PILOT01_S1,MECH-D-26-00641-PILOT-v1-seed260642,PILOT01,cup,PILOT01_T03,3,1,1,1,1,0.004293002121764672,-0.0006457596650321549,0.10290268889853062,1,-28.27341079972659,0,0.32906915609634396,0.030227364241354485,0.47896649479362907,0.3290730700595281,0.03024014841153564,0.47894991984200075,-0.525657663927156,0.10101347859833043,0.45656739898522003,-0.2337732969213837,-0.49475186942901594,0.047585896478622706,0.703543525533438,150.0,10.0,1.0,0.5,0.4,3.0,IDLE,0.08,0.07986511290073395,1,0.05,15.0,0,unknown,unknown,nan,0,-1,0,0,0,0,0,0,nan,0,0,nan,0,nan,0.0,0.0,0.0,0.2827341079972659,0.0,0.0,0.2827341079972659,0.2827341079972659,3.0,0,0.8,0.0,0,0.06806016400059889,0.001285145999645465,0.06306016400059888,1,nan,nan,nan
3,8.569340709999778,nan,PREP,,I_H_G,I_H_G,2b6f8a6c-66f5-4fc4-a995-ff3b89f52d52,pilot,PILOT01_S1,MECH-D-26-00641-PILOT-v1-seed260642,PILOT01,cup,PILOT01_T03,3,1,1,1,1,0.004314473963680482,-0.0005896552036987106,0.10290608333000897,1,-28.27341079972659,0,0.32906915609634396,0.030227364241354485,0.47896649479362907,0.32907241844574525,0.030241464099439973,0.478950407757236,-0.5265055725336014,0.1019860627119493,0.46315522961459477,-0.2341172156424442,-0.49631918959174215,0.047056403494954914,0.7086057025001768,150.0,10.0,1.0,0.5,0.4,3.0,IDLE,0.08,0.07986511290073395,1,0.05,15.0,0,unknown,unknown,nan,0,-1,0,0,0,0,0,0,nan,0,0,nan,0,nan,0.0,0.0,0.0,0.2827341079972659,0.0,0.0,0.2827341079972659,0.2827341079972659,3.0,0,0.8,0.0,0,0.0051006389994654455,0.0010542760001044371,0.00010063899946544542,1,nan,nan,nan
3,8.574404310999853,nan,PREP,,I_H_G,I_H_G,2b6f8a6c-66f5-4fc4-a995-ff3b89f52d52,pilot,PILOT01_S1,MECH-D-26-00641-PILOT-v1-seed260642,PILOT01,cup,PILOT01_T03,3,1,1,1,1,0.004322236428401627,-0.0005335649449413047,0.10291742087660963,1,-28.27341079972659,0,0.32906915609634396,0.030227364241354485,0.47896649479362907,0.32907260050410836,0.030240792415322577,0.478946838882535,-0.531524601371431,0.1020376829058176,0.4693929405774923,-0.2340259581203773,-0.5009707404412841,0.04651707730122388,0.7164215401981099,150.0,10.0,1.0,0.5,0.4,3.0,IDLE,0.08,0.07986511290073395,1,0.05,15.0,0,unknown,unknown,nan,0,-1,0,0,0,0,0,0,nan,0,0,nan,0,nan,0.0,0.0,0.0,0.2827341079972659,0.0,0.0,0.2827341079972659,0.2827341079972659,3.0,0,0.8,0.0,0,0.005063601000074414,0.0007856519996494171,6.36010000744135e-05,1,nan,nan,nan
3,8.57946622899999,nan,PREP,,I_H_G,I_H_G,2b6f8a6c-66f5-4fc4-a995-ff3b89f52d52,pilot,PILOT01_S1,MECH-D-26-00641-PILOT-v1-seed260642,PILOT01,cup,PILOT01_T03,3,1,1,1,1,0.0043298285134845405,-0.0004868103965583135,0.10292619807653706,1,-28.27341079972659,0,0.32906915609634396,0.030227364241354485,0.47896649479362907,0.3290726583587264,0.03023983320274095,0.47894779079896516,-0.531451094544082,0.10418520781994796,0.47168720086824173,-0.23546983111621977,-0.5011740154391822,0.04683015865871218,0.7181807842622256,150.0,10.0,1.0,0.5,0.4,3.0,IDLE,0.08,0.07986511290073395,1,0.05,15.0,0,unknown,unknown,nan,0,-1,0,0,0,0,0,0,nan,0,0,nan,0,nan,0.0,0.0,0.0,0.2827341079972659,0.0,0.0,0.2827341079972659,0.2827341079972659,3.0,0,0.8,0.0,0,0.005061918000137666,0.000693951999892306,6.191800013766614e-05,1,nan,nan,nan
