schema_version,system_time,operation_time,phase,event,mode,controller_mode,omega_x,omega_y,omega_z,omega_valid,gripper_deg,button,target_x,target_y,target_z,robot_x,robot_y,robot_z,F_ext_x,F_ext_y,F_ext_z,T_ext_x,T_ext_y,T_ext_z,F_ext_mag,K_trans,K_rot,damping_ratio,K_fb,deadband,scale,gripper_state,gripper_cmd_width,gripper_width,gripper_width_valid,gripper_speed,gripper_force,grasp_success,vision_class,vision_label,vision_confidence,vision_locked,fusion_delta_K,fusion_active,control_dt,force_adapt_target_K,force_adapt_ratio,force_adapt_active,force_adapt_delta_K,force_baseline_mean,force_baseline_std,force_threshold,actual_object,prior_condition,posterior_correction,condition_code,raw_vision_class,raw_vision_label,raw_vision_confidence,applied_prior_label,prior_K,safe_anchor_K,prior_trust,contact_risk_raw,contact_risk_ema,trust_force_guard_N,trust_target_K,trust_delta_K,trust_active,trust_config_hash
3,8.239188423999622,nan,PREP,system_start|prior_applied|vision_start,C1,trust_experiment,-0.0012098047016824154,-0.0019393799940826512,0.10495573527300275,1,-28.31032125768968,0,0.32059701803528273,0.02978779607895656,0.44458999737116806,0.32059701803528273,0.02978779607895656,0.44458999737116806,-1.0158794058070826,0.010689826432417636,1.0052828070724047,-0.2266112342920485,-0.9220587476783185,0.011835493255885041,1.4292371257868584,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07985657453536987,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,2.863999725377653e-06,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,1,C1,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,e4e9fff51377f7b5
3,8.280133772999761,nan,PREP,,C1,trust_experiment,-0.0005631055960512998,-0.0005599728147852694,0.10552589797453954,1,-28.31032125768968,0,0.32059701803528273,0.02978779607895656,0.44458999737116806,0.3205992871121349,0.029792099813117045,0.4445560354101501,-0.9628217647653496,0.030092427098319153,0.9219270163300075,-0.23489406822237774,-0.8485754347087175,0.013291760104063344,1.333371939225391,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07985657453536987,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.040945349000139686,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,1,C1,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,e4e9fff51377f7b5
3,8.28529867099951,nan,PREP,,C1,trust_experiment,-0.0005192704195449982,-0.0003514266677420909,0.10558114760911891,1,-28.31032125768968,0,0.32059701803528273,0.02978779607895656,0.44458999737116806,0.3205994621557727,0.029790983716548605,0.444558270679226,-0.9185662170015888,0.044435580484224,0.8653387715155371,-0.24121142520171146,-0.7929778807656427,0.01480232981786932,1.2627547684794538,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07985657453536987,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.005164897999748064,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,1,C1,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,e4e9fff51377f7b5
3,8.303507503999754,nan,PREP,,C1,trust_experiment,-0.0004985444224798741,-0.00011395336530300681,0.10555744001553763,1,-28.31032125768968,0,0.32059701803528273,0.02978779607895656,0.44458999737116806,0.3205984387822682,0.029792898976662326,0.4445548720095072,-0.8762610976319888,0.05253768236494746,0.8425459526331642,-0.24399912293067832,-0.7552713458626829,0.01405559137586682,1.2167487010841738,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07985657453536987,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.01820883300024434,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,1,C1,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,e4e9fff51377f7b5
3,8.420985879,nan,PREP,,C1,trust_experiment,-0.0006298584078736902,-0.00025645553324341654,0.10561388366915755,1,-28.31032125768968,0,0.32059701803528273,0.02978779607895656,0.44458999737116806,0.320599138394686,0.029792764691929697,0.44455722867587605,-0.8471216883846127,0.05921336350074935,0.8263941605120109,-0.24661143524251794,-0.7291285529453679,0.013785235063394363,1.1849256035199087,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07985460758209229,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.11747837500024616,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,1,C1,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,e4e9fff51377f7b5
3,8.455458556999474,nan,PREP,,C1,trust_experiment,-0.0005884361578710195,-0.00022793980038972344,0.1055945904659111,1,-28.31032125768968,0,0.32059701803528273,0.02978779607895656,0.44458999737116806,0.32059855364180173,0.02979310122481061,0.44455554080370724,-0.8271907010942066,0.06334680044052028,0.8127035985105677,-0.2483952611273859,-0.7104700135673198,0.01392745555069188,1.1613545591828545,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07985460758209229,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.0344726779994744,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,1,C1,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,e4e9fff51377f7b5
3,8.46058535999964,nan,PREP,,C1,trust_experiment,-0.0005678109536153275,-0.0002469200372703506,0.10558364355209038,1,-28.31032125768968,0,0.32059701803528273,0.02978779607895656,0.44458999737116806,0.3205984521281363,0.029793258821237754,0.44455411311395215,-0.8154377187858242,0.0677744158532313,0.8016159801617585,-0.2506223755137602,-0.6984813399267071,0.014432984738892481,1.1454781640492202,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07985460758209229,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.0051268030001665466,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,1,C1,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,e4e9fff51377f7b5
3,8.465653694000139,nan,PREP,,C1,trust_experiment,-0.0005540403341702804,-0.00024691021555061255,0.10557634734376518,1,-28.31032125768968,0,0.32059701803528273,0.02978779607895656,0.44458999737116806,0.32059940069324866,0.029793308501112534,0.44455517057429794,-0.8054284528886216,0.06853108842682742,0.7943102301945975,-0.25057848894748447,-0.6890763752253954,0.013634818005711083,1.1332873618792891,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07985460758209229,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.005068334000497998,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,1,C1,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,e4e9fff51377f7b5
3,8.470721304000108,nan,PREP,,C1,trust_experiment,-0.0005334182467334747,-0.0002658874166796162,0.10556539303480061,1,-28.31032125768968,0,0.32059701803528273,0.02978779607895656,0.44458999737116806,0.3205984839870097,0.029793949355648497,0.4445561757959091,-0.7949349357716278,0.07195236577913446,0.7884191085584771,-0.25233605539779475,-0.6799592325054579,0.01350168351405593,1.121919509497718,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07985460758209229,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.005067609999969136,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,1,C1,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,e4e9fff51377f7b5
3,8.475789037999675,nan,PREP,,C1,trust_experiment,-0.0005265691309103981,-0.0002848736806552475,0.10556173583787834,1,-28.31032125768968,0,0.32059701803528273,0.02978779607895656,0.44458999737116806,0.3205990969062686,0.02979291002549983,0.4445556815674717,-0.7890059197273509,0.07455642478424393,0.7866319468239824,-0.25358622255811364,-0.6752284604854729,0.013361009361300073,1.1166372829193463,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07985460758209229,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.005067733999567281,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,1,C1,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,e4e9fff51377f7b5
