run_uuid,subject_id,session_id,object_id,trial_id,trial_order,repetition,condition,adaptive_haptics,adaptive_gripper,success,completion_time_s,penalized_time_s,approach_time_s,grasp_time_s,transport_time_s,release_time_s,force_peak_N,force_mean_N,deadline_miss_count,haptic_saturation_count,vision_queue_age_ms,vision_detection_count,vision_false_trigger_count,vision_false_trigger_rate,vision_no_lock,detection_to_contact_s,parameter_start_to_contact_s,source_summary,approach_force_peak_N,approach_force_rms_N,grasp_force_peak_N,grasp_force_rms_N,transport_force_peak_N,transport_force_rms_N,release_force_peak_N,release_force_rms_N,control_dt_median_ms,control_dt_p95_ms,control_dt_p99_ms,control_dt_max_ms,vision_queue_age_median_ms,vision_queue_age_p95_ms,deadline_miss_rate,haptic_saturation_rate
d0c8343e-d16d-4c1a-a039-563a735e5636,P07,P07_S2,banana,P07_T30,30,2,I,0,0,1,17.274984268005937,17.274984268005937,4.158986755996011,1.8491074650082737,9.07481974698021,2.1920703000214417,5.762,2.457,157,0,134.015444,96,26,0.2708333333333333,0,1.5243213749781717,1.5202340279938653,F:\sun\sunhan\消融实验数据\P07\P07_S2\G04_banana\R2\I_d0c8343e-d16d-4c1a-a039-563a735e5636_summary.json,2.1809117188015636,1.3286587784868935,1.719534431880206,1.0826494344964879,5.76229657089467,3.6851928024910663,5.6722686388767976,3.778479932737778,5.0714150129351765,11.201472388347435,70.69442194595476,104.57640598178841,67.193467,149.345577,0.05698729582577133,0.0
94424c99-dac2-44c1-a6ab-c91e01d61cd1,P07,P07_S2,banana,P07_T31,31,2,I_G,0,1,1,20.357903959986288,20.357903959986288,5.083458625013009,3.078602717985632,8.793367014004616,3.4024756029830314,5.865,2.759,163,0,133.944348,122,22,0.18032786885245902,0,1.2502209020021837,1.2488208209979348,F:\sun\sunhan\消融实验数据\P07\P07_S2\G04_banana\R2\I_G_94424c99-dac2-44c1-a6ab-c91e01d61cd1_summary.json,2.078519723252645,1.345439725457167,5.0453937514365945,2.3647841248982933,5.864744434884805,3.937732965224327,5.231949841594734,4.177515153723318,5.07142799324356,7.742285303538643,72.81442875508215,123.04840801516548,114.093659,146.874291,0.048758600059826504,0.0
1b608d6e-746d-4843-9b9a-b5d8f3670ad6,P07,P07_S2,banana,P07_T32,32,2,I_H,1,0,1,17.717502793995664,17.717502793995664,5.310731814999599,1.8622405320056714,8.302184193977155,2.2423462530132383,5.98,2.528,169,0,135.360278,91,17,0.18681318681318682,0,1.6507430459896568,1.6489388369955122,F:\sun\sunhan\消融实验数据\P07\P07_S2\G04_banana\R2\I_H_1b608d6e-746d-4843-9b9a-b5d8f3670ad6_summary.json,2.7946158792749034,1.5289440353221382,1.6132326105040913,1.1375878063443319,5.980458422040878,3.915967135893026,5.729773984731865,3.8603254176548694,5.071050021797419,13.93168031645473,71.02948491927232,105.98591499729082,66.945195,140.946993,0.06037870668095748,0.0
e80f3307-855e-41fa-9533-ff2913c7c889,P07,P07_S2,banana,P07_T29,29,2,I_H_G,1,1,1,18.879254070983734,18.879254070983734,4.74452207799186,3.148261274007382,7.573678744985955,3.4127919739985373,5.677,2.48,143,0,111.754007,116,1,0.008620689655172414,0,1.2053118399926461,1.2017225549789146,F:\sun\sunhan\消融实验数据\P07\P07_S2\G04_banana\R2\I_H_G_e80f3307-855e-41fa-9533-ff2913c7c889_summary.json,1.8240044868089027,1.2514501878879887,4.508867023298778,1.4653006543431364,5.677374157573916,3.8939574545567215,4.7790273769502,3.7545412981859614,5.070937011623755,7.271986993146129,65.09008401189931,120.23043999215588,200.406932,200.406932,0.04538241827991114,0.0
f361a736-c3aa-40ad-8552-0bcd396e6f02,P07,P07_S2,scissors,P07_T36,36,1,I,0,0,1,17.438941790984245,17.438941790984245,4.62876095197862,2.5113907140039373,7.406760058016516,2.8920300669851713,7.244,3.546,150,0,171.2549,181,14,0.07734806629834254,0,0.8860017190163489,0.8837759020098019,F:\sun\sunhan\消融实验数据\P07\P07_S2\G05_scissors\R1\I_f361a736-c3aa-40ad-8552-0bcd396e6f02_summary.json,3.4006196222143834,2.610542755997647,5.985866879692272,2.632131457470024,7.244290519514058,4.703158623493017,5.980232741301925,5.426202487186915,5.070890998467803,9.028919486445375,71.21803271496921,104.31492401403375,133.137054,188.005063,0.051759834368530024,0.0
c07f7220-a067-4353-8b22-587ddce2dcfd,P07,P07_S2,scissors,P07_T33,33,1,I_G,0,1,1,14.27210168298916,14.27210168298916,4.896261952002533,1.8031582330004312,5.470281614980195,2.102399883006001,6.002,3.2,125,0,137.181654,68,12,0.17647058823529413,0,0.7241856629843824,0.7184692479786463,F:\sun\sunhan\消融实验数据\P07\P07_S2\G05_scissors\R1\I_G_c07f7220-a067-4353-8b22-587ddce2dcfd_summary.json,3.334444663240361,2.4527717515285183,5.873333952566786,2.7933230586260596,5.994925394020789,4.582815543459607,6.00247421103165,4.455373753704215,5.0710985087789595,8.188664251065347,66.12672298797406,106.36551000061445,138.053645,158.318525,0.05152514427040396,0.0
e328fa74-220f-4ec2-9e4f-f0259612ece0,P07,P07_S2,scissors,P07_T35,35,1,I_H,1,0,1,14.335760667017894,14.335760667017894,3.4210887910157908,2.539812611998059,5.590423590998398,2.784435673005646,6.802,3.451,119,367,208.156646,164,11,0.06707317073170732,0,0.5102003939973656,0.5062161129899323,F:\sun\sunhan\消融实验数据\P07\P07_S2\G05_scissors\R1\I_H_e328fa74-220f-4ec2-9e4f-f0259612ece0_summary.json,3.8339730405646817,2.999606548032067,6.022860340514479,3.2497406648681744,6.385147271454959,4.5681455673473685,6.717620699023661,4.896427821658194,5.071200022939593,7.76355860580223,72.95636707625818,126.33826400269754,133.515431,162.005435,0.04943913585375987,0.152471956792688
5976d22f-7d16-487b-b9f6-693b61dc19ea,P07,P07_S2,scissors,P07_T34,34,1,I_H_G,1,1,1,12.939761460991576,12.939761460991576,3.8729622539831325,1.7065878870198503,5.051903701998526,2.3083076179900672,5.964,3.268,115,182,47.123378,75,33,0.44,0,0.9728928239783272,0.9693489889905322,F:\sun\sunhan\消融实验数据\P07\P07_S2\G05_scissors\R1\I_H_G_5976d22f-7d16-487b-b9f6-693b61dc19ea_summary.json,3.4285013739345414,2.3514657577388287,5.964052201355638,3.924097080901735,5.786838384907441,4.292555374445983,5.938442925084284,4.523651631360699,5.0718415004666895,8.234707498922955,72.4614072102123,128.98750198655762,101.266399,152.420562,0.05138516532618409,0.08132260947274352
f7ea3a35-5a86-4909-962b-2a6a51274a04,P07,P07_S2,scissors,P07_T37,37,2,I,0,0,1,17.444429115013918,17.444429115013918,4.259755244012922,2.4821058259985875,7.892254470003536,2.8103135749988724,7.287,3.528,143,0,116.882088,186,17,0.0913978494623656,0,1.0827141980116721,1.0812536970188376,F:\sun\sunhan\消融实验数据\P07\P07_S2\G05_scissors\R2\I_f7ea3a35-5a86-4909-962b-2a6a51274a04_summary.json,2.9005723671875874,2.0830665437348794,5.211730748182942,2.121590270040758,7.287450177586744,4.874597221956955,7.280535705829023,6.044096374134689,5.072127503808588,11.755886247556314,74.53419121302431,106.14939700462855,133.578679,174.602107,0.05300222386953299,0.0
56d7df41-5e43-441f-b7b2-b0b5f8205670,P07,P07_S2,scissors,P07_T40,40,2,I_G,0,1,1,16.36647971800994,16.36647971800994,4.617723284027306,1.8153642239922192,7.851015927997651,2.082376281992765,7.689,3.766,148,0,67.299965,172,17,0.09883720930232558,0,0.6992527620168403,0.6909890690003522,F:\sun\sunhan\消融实验数据\P07\P07_S2\G05_scissors\R2\I_G_56d7df41-5e43-441f-b7b2-b0b5f8205670_summary.json,3.8658030564271013,2.722113891418142,4.198149356373111,3.5256832309288377,7.6890628140259585,5.0275950152217685,5.875391977877356,5.484565952441889,5.071499006589875,13.826886103197491,79.20878164441093,106.66300400043838,137.734513,184.944461,0.057408844065166796,0.0
a4a3c4fa-30c0-4e74-a79b-78a6e3a3a994,P07,P07_S2,scissors,P07_T38,38,2,I_H,1,0,1,16.439476963016205,16.439476963016205,4.084273101994768,2.4393690730212256,7.18904937399202,2.726785414008191,7.69,3.29,139,450,176.467906,145,22,0.15172413793103448,0,0.7092178470047656,0.7057522329851054,F:\sun\sunhan\消融实验数据\P07\P07_S2\G05_scissors\R2\I_H_a4a3c4fa-30c0-4e74-a79b-78a6e3a3a994_summary.json,3.596769539416512,2.5557278804505175,5.3453228263267185,1.9446893751336753,6.872696777525018,4.766413712390277,7.690058244733135,5.512661204302449,5.071520514320582,8.411876233003554,76.96181002509549,192.37618197803386,139.276679,161.784579,0.050915750915750915,0.16483516483516483
1822d3e5-9ed7-44dd-9779-401bb84359dc,P07,P07_S2,scissors,P07_T39,39,2,I_H_G,1,1,1,15.799583745014388,15.799583745014388,4.888319288002094,1.705983407999156,7.053480432019569,2.151800616993569,6.044,2.891,140,112,120.112891,165,17,0.10303030303030303,0,0.9395637399866246,0.9373788639786653,F:\sun\sunhan\消融实验数据\P07\P07_S2\G05_scissors\R2\I_H_G_1822d3e5-9ed7-44dd-9779-401bb84359dc_summary.json,3.426993410783026,2.0651032843327624,3.7677716104896626,2.1650031949500397,6.043565457239091,4.4938454046373915,4.264163981346284,3.821758105400105,5.071569990832359,10.886349977226892,68.66035689832627,105.34227400785312,133.467229,160.28782004999792,0.0543267365153279,0.04346138921226232
9e14c142-8960-4e49-97f2-4ff642bd3da6,P07,P07_S2,bottle,P07_T42,42,1,I,0,0,1,14.285912197985454,14.285912197985454,4.112121365003986,1.6046061349916272,6.599254344007932,1.9699303539819084,7.175,3.279,135,0,190.426423,99,55,0.5555555555555556,0,0.9396300269872881,0.9382017879979685,F:\sun\sunhan\消融实验数据\P07\P07_S2\G06_bottle\R1\I_9e14c142-8960-4e49-97f2-4ff642bd3da6_summary.json,3.7282271650185916,2.37394144287904,3.9985934296784804,2.8718743307428327,7.175177472956817,4.81213794497014,5.790834332195545,4.26646415465996,5.072088504675776,12.940200202865492,77.82219863234786,123.9754999987781,83.848768,167.883932,0.058644656820156384,0.0
a6a5fc56-c976-4ca9-b597-ade3311d455b,P07,P07_S2,bottle,P07_T43,43,1,I_G,0,1,1,14.770609505998436,14.770609505998436,4.819852179993177,1.566988405014854,6.450682576978579,1.9330863440118264,7.272,3.22,142,0,130.093495,161,110,0.6832298136645962,0,1.6660207739914767,1.661767585988855,F:\sun\sunhan\消融实验数据\P07\P07_S2\G06_bottle\R1\I_G_a6a5fc56-c976-4ca9-b597-ade3311d455b_summary.json,3.0091220776283554,2.275406802725921,3.3182667487774036,2.4657777959089717,7.272227466788292,4.964349560972994,4.6020279587993045,3.8324082008266105,5.07185299647972,13.025691994698718,74.4103110046126,104.69631999148987,119.860898,173.77203,0.059142024156601414,0.0
6a41ec9f-a667-4f74-9400-fbdf0fd1994a,P07,P07_S2,bottle,P07_T44,44,1,I_H,1,0,1,14.830624521011487,14.830624521011487,4.49025070402422,1.6259367709863,6.772983294009464,1.941453751991503,9.391,3.712,138,123,176.394017,101,56,0.5544554455445545,0,1.1355826710059773,1.133073503995547,F:\sun\sunhan\消融实验数据\P07\P07_S2\G06_bottle\R1\I_H_6a41ec9f-a667-4f74-9400-fbdf0fd1994a_summary.json,3.9330049087513133,2.658635774816582,4.527992367813276,3.2588331757805222,8.810073993943696,5.021364289501917,9.390743024331021,6.363365707271692,5.070457991678268,12.704381806542935,78.10224906657821,115.03377300687134,72.623511,155.113212,0.057571964956195244,0.05131414267834793
