timestamp,cycle,object,label,F_ext_x,F_ext_y,F_ext_z,F_fb_x,F_fb_y,F_fb_z,grip
1780448854.0397456,120,N/A,unknown,-0.42,1.03,-0.66,0.0,0.0,0.0,0.2
1780448854.0397544,122,N/A,unknown,-0.61,0.99,-0.51,0.0,0.0,0.0,0.21
1780448854.0397613,125,N/A,unknown,-0.63,0.98,-0.34,0.0,0.0,0.0,0.21
1780448854.0397682,127,N/A,unknown,-0.6,0.99,-0.13,0.0,0.0,0.0,0.2
1780448854.0397751,130,N/A,unknown,-0.43,1.08,0.22,0.0,0.0,0.0,0.2
1780448854.0397856,133,N/A,unknown,-0.3,1.13,0.36,0.0,0.0,0.0,0.2
1780448854.0398073,136,N/A,unknown,-0.3,1.18,0.47,0.0,0.0,0.0,0.21
1780448854.0398195,137,N/A,unknown,-0.29,1.17,0.49,0.0,0.0,0.0,0.21
1780448854.039827,139,N/A,unknown,-0.3,1.17,0.52,0.0,0.0,0.0,0.21
1780448854.039834,142,N/A,unknown,-0.49,1.25,0.56,0.0,0.0,0.0,0.2
1780448854.0398424,144,N/A,unknown,-0.58,1.25,0.59,0.0,0.0,0.0,0.2
1780448854.0398524,147,N/A,unknown,-0.57,1.27,0.63,0.0,0.0,0.0,0.2
1780448854.0398633,149,N/A,unknown,-0.58,1.36,0.76,0.0,0.0,0.0,0.2
1780448854.0398746,152,N/A,unknown,-0.93,1.57,1.61,0.0,0.0,0.0,0.2
1780448854.0398846,154,N/A,unknown,-1.26,1.65,2.52,0.0,0.0,0.0,0.2
1780448854.0398955,157,N/A,unknown,-1.66,1.74,3.35,0.0,0.0,0.0,0.2
1780448854.0399065,159,N/A,unknown,-1.81,1.68,3.63,0.0,0.0,0.0,0.2
1780448854.0399165,162,N/A,unknown,-2.21,1.61,4.08,0.0,0.0,0.0,0.19
1780448854.0399256,165,N/A,unknown,-1.73,1.68,3.57,0.0,0.0,0.0,0.18
1780448854.0399363,167,N/A,unknown,-1.7,1.66,3.48,0.0,0.0,0.0,0.18
1780448854.039946,170,N/A,unknown,-1.94,1.71,3.78,0.0,0.0,0.0,0.18
1780448854.0399559,172,N/A,unknown,-1.85,1.65,3.83,0.0,0.0,0.0,0.18
1780448854.0399652,175,N/A,unknown,-1.57,1.65,3.85,0.0,0.0,0.0,0.17
1780448854.0399747,177,N/A,unknown,-1.65,1.64,3.98,0.0,0.0,0.0,0.16
1780448854.0399926,180,N/A,unknown,-1.71,1.62,4.0,0.0,0.0,0.0,0.16
1780448854.0400016,182,N/A,unknown,-1.68,1.55,3.98,0.0,0.0,0.0,0.16
1780448854.040012,185,N/A,unknown,-1.7,1.46,3.8,0.0,0.0,0.0,0.14
1780448854.0400212,187,N/A,unknown,-1.86,0.95,3.67,0.0,0.0,0.0,0.12
1780448854.040031,190,N/A,unknown,-1.65,0.39,3.39,0.0,0.0,0.0,0.11
1780448854.0400405,192,N/A,unknown,-1.61,-0.09,3.29,0.0,0.0,0.0,0.15
1780448854.0400496,195,N/A,unknown,-1.37,-0.38,3.27,0.0,0.0,0.0,0.21
1780448854.0400593,197,N/A,unknown,-1.17,-0.75,3.29,0.0,0.0,0.0,0.23
1780448854.0400693,200,N/A,unknown,-0.92,-0.5,3.34,0.0,0.0,0.0,0.22
1780448854.0400815,203,N/A,unknown,-0.95,-0.6,3.39,0.0,0.0,0.0,0.23
1780448854.0400918,205,N/A,unknown,-0.98,-0.59,3.4,0.0,0.0,0.0,0.22
1780448854.0401015,208,N/A,unknown,-0.88,-0.57,3.29,0.0,0.0,0.0,0.19
1780448854.0401108,211,N/A,unknown,-0.86,-0.35,2.81,0.0,0.0,0.0,0.16
1780448854.0401201,215,N/A,unknown,-1.01,-0.29,2.25,0.0,0.0,0.0,0.14
1780448854.0401335,217,N/A,unknown,-0.92,-0.4,1.82,0.0,0.0,0.0,0.15
1780448854.0401428,220,N/A,unknown,-1.13,-0.46,1.18,0.0,0.0,0.0,0.18
1780448854.0401525,222,N/A,unknown,-1.14,-0.45,0.83,0.0,0.0,0.0,0.2
1780448854.0401618,225,N/A,unknown,-1.3,-0.32,0.38,0.0,0.0,0.0,0.21
1780448854.0401726,227,N/A,unknown,-1.25,-0.03,0.3,0.0,0.0,0.0,0.19
1780448862.1189294,231,N/A,unknown,-1.62,0.45,0.21,0.0,0.0,0.0,0.17
1780448862.118943,236,N/A,unknown,-1.72,0.47,0.17,0.0,0.0,0.0,0.17
1780448862.1189513,237,N/A,unknown,-1.73,0.41,0.3,0.0,0.0,0.0,0.17
1780448862.1189594,239,N/A,unknown,-1.7,0.34,0.52,0.0,0.0,0.0,0.18
1780448862.1189673,242,N/A,unknown,-1.21,0.24,0.51,0.0,0.0,0.0,0.18
1780448862.118975,244,N/A,unknown,-1.09,0.2,0.68,0.0,0.0,0.0,0.18
1780448862.1189835,247,N/A,unknown,-0.93,0.15,0.76,0.0,0.0,0.0,0.18
1780448862.1189935,249,N/A,unknown,-0.71,0.14,0.62,0.0,0.0,0.0,0.18
1780448862.1190019,252,N/A,unknown,-0.5,0.1,0.53,0.0,0.0,0.0,0.18
1780448862.119018,254,N/A,unknown,-0.5,0.08,0.56,0.0,0.0,0.0,0.18
1780448862.1190262,257,N/A,unknown,-0.39,0.01,0.62,0.0,0.0,0.0,0.19
1780448862.1190348,259,N/A,unknown,-0.38,-0.02,0.66,0.0,0.0,0.0,0.19
1780448862.1190434,262,N/A,unknown,-0.39,-0.02,0.7,0.0,0.0,0.0,0.19
1780448862.1190512,264,N/A,unknown,-0.37,-0.02,0.68,0.0,0.0,0.0,0.19
1780448862.1190612,267,N/A,unknown,-0.38,-0.0,0.69,0.0,0.0,0.0,0.19
1780448862.1190743,269,N/A,unknown,-0.39,-0.0,0.68,0.0,0.0,0.0,0.18
1780448862.1190822,272,N/A,unknown,-0.43,0.01,0.7,0.0,0.0,0.0,0.18
1780448862.1190956,274,N/A,unknown,-0.43,0.01,0.7,0.0,0.0,0.0,0.18
1780448862.1191034,277,N/A,unknown,-0.47,0.02,0.73,0.0,0.0,0.0,0.18
1780448862.119111,279,N/A,unknown,-0.47,0.02,0.74,0.0,0.0,0.0,0.18
1780448862.119119,283,N/A,unknown,-0.51,0.02,0.79,0.0,0.0,0.0,0.18
1780448862.1191266,288,N/A,unknown,-0.54,0.0,0.78,0.0,0.0,0.0,0.18
1780448862.1191342,289,N/A,unknown,-0.68,0.03,0.72,0.0,0.0,0.0,0.17
1780448862.119142,292,N/A,unknown,-0.89,0.06,0.61,0.0,0.0,0.0,0.17
1780448862.1191502,294,N/A,unknown,-0.96,0.08,0.58,0.0,0.0,0.0,0.17
1780448862.1191578,297,N/A,unknown,-0.98,0.08,0.54,0.0,0.0,0.0,0.17
1780448862.1191657,302,N/A,unknown,-0.98,0.09,0.55,0.0,0.0,0.0,0.17
1780448862.1191735,306,N/A,unknown,-1.0,0.1,0.59,0.0,0.0,0.0,0.17
1780448862.119182,309,N/A,unknown,-1.0,0.09,0.61,0.0,0.0,0.0,0.17
1780448862.1191897,312,N/A,unknown,-0.96,0.06,0.67,0.0,0.0,0.0,0.16
1780448862.1191976,314,N/A,unknown,-0.96,0.05,0.69,0.0,0.0,0.0,0.16
1780448862.1192052,317,N/A,unknown,-0.94,0.03,0.67,0.0,0.0,0.0,0.17
1780448862.1192129,319,N/A,unknown,-0.94,0.03,0.66,0.0,0.0,0.0,0.17
1780448862.1192205,320,N/A,unknown,-0.94,0.03,0.67,0.0,0.0,0.0,0.17
1780448862.119228,323,N/A,unknown,-0.97,0.05,0.69,0.0,0.0,0.0,0.17
1780448862.1192355,324,N/A,unknown,-1.03,0.05,0.72,0.0,0.0,0.0,0.17
1780448862.119249,328,N/A,unknown,-1.09,-0.06,1.09,0.0,0.0,0.0,0.16
1780448862.1192575,329,N/A,unknown,-1.1,-0.04,1.23,0.0,0.0,0.0,0.16
1780448862.119265,333,N/A,unknown,-1.47,0.11,1.7,0.0,0.0,0.0,0.14
1780448862.1192727,336,N/A,unknown,-1.69,0.18,1.94,0.0,0.0,0.0,0.12
1780448862.1192806,338,N/A,unknown,-1.93,0.22,2.11,0.0,0.0,0.0,0.12
1780448862.1192882,341,N/A,unknown,-2.01,0.23,2.17,0.0,0.0,0.0,0.12
1780448862.119296,343,N/A,unknown,-2.04,0.33,2.26,0.0,0.0,0.0,0.11
1780448862.119304,346,N/A,unknown,-2.07,0.51,2.52,0.0,0.0,0.0,0.09
1780448862.1193116,348,N/A,unknown,-2.15,0.82,2.69,0.0,0.0,0.0,0.08
1780448862.1193192,351,N/A,unknown,-2.32,1.22,2.86,0.0,0.0,0.0,0.1
1780448862.1193273,352,N/A,unknown,-2.15,1.34,2.81,0.0,0.0,0.0,0.11
1780448862.1193397,355,N/A,unknown,-2.32,1.43,3.0,0.0,0.0,0.0,0.13
1780448862.1193478,358,N/A,unknown,-2.15,1.46,2.83,0.0,0.0,0.0,0.14
1780448862.1193554,360,N/A,unknown,-2.12,1.44,3.04,0.0,0.0,0.0,0.15
1780448862.119363,363,N/A,unknown,-2.04,1.25,3.37,0.0,0.0,0.0,0.13
1780448862.1193707,365,N/A,unknown,-1.5,1.12,3.36,0.0,0.0,0.0,0.13
1780448862.1193783,368,N/A,unknown,-1.38,1.26,3.49,0.0,0.0,0.0,0.13
1780448862.1193867,370,N/A,unknown,-1.45,1.42,3.19,0.0,0.0,0.0,0.13
