timestamp,cycle,object,label,F_ext_x,F_ext_y,F_ext_z,F_fb_x,F_fb_y,F_fb_z,grip
1780448845.5856404,1,N/A,unknown,-1.22,1.09,0.62,0.0,0.0,0.0,0.03
1780448845.5856655,3,N/A,unknown,-0.97,1.02,0.62,0.0,0.0,0.0,0.03
1780448845.5856779,5,N/A,unknown,-1.09,0.98,0.92,0.0,0.0,0.0,0.04
1780448845.5856879,9,N/A,unknown,-2.17,1.63,2.09,0.0,0.0,0.0,0.11
1780448845.585698,11,N/A,unknown,-1.06,1.98,1.97,0.0,0.0,0.0,0.15
1780448845.5857089,14,N/A,unknown,-0.2,2.15,1.19,0.0,0.0,0.0,0.17
1780448845.585719,16,N/A,unknown,0.28,2.27,1.18,0.0,0.0,0.0,0.19
1780448845.5857282,17,N/A,unknown,0.2,2.4,1.42,0.0,0.0,0.0,0.19
1780448845.585739,20,N/A,unknown,0.0,2.47,1.67,0.0,0.0,0.0,0.2
1780448845.5857487,21,N/A,unknown,0.3,2.36,1.36,0.0,0.0,0.0,0.2
1780448845.5857587,23,N/A,unknown,0.17,2.23,0.8,0.0,0.0,0.0,0.19
1780448845.5857685,24,N/A,unknown,0.51,2.1,0.5,0.0,0.0,0.0,0.19
1780448845.5857785,26,N/A,unknown,0.26,1.96,-0.08,0.0,0.0,0.0,0.18
1780448845.585789,27,N/A,unknown,0.45,1.78,-0.13,0.0,0.0,0.0,0.18
1780448845.5858,30,N/A,unknown,0.39,1.66,0.25,0.0,0.0,0.0,0.19
1780448845.58581,32,N/A,unknown,0.54,1.53,0.52,0.0,0.0,0.0,0.18
1780448845.5858202,33,N/A,unknown,0.58,1.54,0.55,0.0,0.0,0.0,0.19
1780448845.585829,35,N/A,unknown,0.85,1.42,0.37,0.0,0.0,0.0,0.19
1780448845.5858388,36,N/A,unknown,0.83,1.42,0.29,0.0,0.0,0.0,0.19
1780448845.5858493,39,N/A,unknown,0.7,1.39,0.16,0.0,0.0,0.0,0.2
1780448845.585859,41,N/A,unknown,0.54,1.44,0.14,0.0,0.0,0.0,0.2
1780448845.585869,42,N/A,unknown,0.51,1.42,0.1,0.0,0.0,0.0,0.2
1780448845.5858788,45,N/A,unknown,0.46,1.55,-0.09,0.0,0.0,0.0,0.21
1780448845.5858896,48,N/A,unknown,0.19,1.69,-0.31,0.0,0.0,0.0,0.23
1780448845.5858996,51,N/A,unknown,-0.09,1.79,-0.25,0.0,0.0,0.0,0.24
1780448845.5859122,54,N/A,unknown,-0.04,1.86,-0.22,0.0,0.0,0.0,0.25
1780448845.5859222,56,N/A,unknown,0.07,1.95,-0.24,0.0,0.0,0.0,0.26
1780448845.5859327,58,N/A,unknown,0.2,1.93,-0.24,0.0,0.0,0.0,0.26
1780448845.5859442,59,N/A,unknown,0.14,1.93,-0.22,0.0,0.0,0.0,0.25
1780448845.5859542,62,N/A,unknown,-0.08,1.9,-0.29,0.0,0.0,0.0,0.25
1780448845.5859652,65,N/A,unknown,-0.26,1.92,-0.34,0.0,0.0,0.0,0.26
1780448845.5859756,67,N/A,unknown,-0.15,1.92,-0.34,0.0,0.0,0.0,0.26
1780448845.5859847,69,N/A,unknown,-0.28,1.91,-0.2,0.0,0.0,0.0,0.25
1780448845.5859942,71,N/A,unknown,-0.16,1.9,-0.27,0.0,0.0,0.0,0.25
1780448845.586008,73,N/A,unknown,-0.19,1.86,-0.34,0.0,0.0,0.0,0.25
1780448845.5860171,75,N/A,unknown,-0.06,1.8,-0.31,0.0,0.0,0.0,0.25
1780448845.5860257,77,N/A,unknown,-0.15,1.82,-0.19,0.0,0.0,0.0,0.25
1780448845.5860333,79,N/A,unknown,0.05,1.95,-0.24,0.0,0.0,0.0,0.25
1780448845.586041,80,N/A,unknown,0.15,1.92,-0.31,0.0,0.0,0.0,0.25
1780448845.5860488,83,N/A,unknown,0.0,1.78,-0.42,0.0,0.0,0.0,0.25
1780448845.5860567,85,N/A,unknown,-0.15,1.72,-0.4,0.0,0.0,0.0,0.24
1780448845.586064,87,N/A,unknown,-0.09,1.7,-0.38,0.0,0.0,0.0,0.23
1780448845.5860717,88,N/A,unknown,-0.09,1.68,-0.37,0.0,0.0,0.0,0.23
1780448845.5860791,91,N/A,unknown,-0.36,1.66,-0.38,0.0,0.0,0.0,0.23
1780448845.586087,93,N/A,unknown,-0.54,1.63,-0.4,0.0,0.0,0.0,0.23
1780448845.5860944,94,N/A,unknown,-0.67,1.63,-0.53,0.0,0.0,0.0,0.23
1780448854.0396538,97,N/A,unknown,-0.87,1.63,-0.5,0.0,0.0,0.0,0.23
1780448854.0396671,99,N/A,unknown,-0.89,1.65,-0.41,0.0,0.0,0.0,0.23
1780448854.0396755,101,N/A,unknown,-0.57,1.59,-0.4,0.0,0.0,0.0,0.23
1780448854.0396829,102,N/A,unknown,-0.52,1.64,-0.32,0.0,0.0,0.0,0.22
1780448854.03969,104,N/A,unknown,-0.25,1.61,-0.3,0.0,0.0,0.0,0.22
1780448854.0396993,107,N/A,unknown,-0.14,1.54,-0.26,0.0,0.0,0.0,0.21
1780448854.0397077,109,N/A,unknown,-0.02,1.46,-0.33,0.0,0.0,0.0,0.22
1780448854.0397162,110,N/A,unknown,-0.08,1.43,-0.28,0.0,0.0,0.0,0.22
1780448854.039724,112,N/A,unknown,-0.1,1.36,-0.4,0.0,0.0,0.0,0.22
1780448854.0397313,115,N/A,unknown,-0.06,1.31,-0.6,0.0,0.0,0.0,0.21
1780448854.0397384,117,N/A,unknown,-0.32,1.23,-0.6,0.0,0.0,0.0,0.21
