timestamp,cycle,object,label,F_ext_x,F_ext_y,F_ext_z,F_fb_x,F_fb_y,F_fb_z,grip
1780449087.388503,1,N/A,unknown,-1.1,0.78,1.76,0.0,0.0,0.0,0.05
1780449087.388525,3,N/A,unknown,-0.74,0.77,1.46,0.0,0.0,0.0,0.05
1780449087.3885353,5,N/A,unknown,-0.46,0.77,1.4,0.0,0.0,0.0,0.05
1780449087.3885448,8,N/A,unknown,-0.16,0.74,1.44,0.0,0.0,0.0,0.05
1780449087.3885534,10,N/A,unknown,-0.25,0.74,1.36,0.0,0.0,0.0,0.05
1780449087.3885627,13,N/A,unknown,-0.54,0.73,1.11,0.0,0.0,0.0,0.05
1780449087.388571,15,N/A,unknown,-0.73,0.78,0.98,0.0,0.0,0.0,0.04
1780449087.3885796,18,N/A,unknown,-0.96,0.86,0.8,0.0,0.0,0.0,0.05
1780449087.3885882,20,N/A,unknown,-0.95,0.85,0.81,0.0,0.0,0.0,0.05
1780449087.3886077,23,N/A,unknown,-1.14,0.87,0.6,0.0,0.0,0.0,0.05
1780449087.388617,25,N/A,unknown,-1.18,0.86,0.52,0.0,0.0,0.0,0.04
1780449087.3886254,28,N/A,unknown,-1.13,0.9,0.37,0.0,0.0,0.0,0.05
1780449087.3886344,30,N/A,unknown,-1.09,1.0,0.28,0.0,0.0,0.0,0.05
1780449087.3886433,33,N/A,unknown,-1.16,1.09,0.02,0.0,0.0,0.0,0.06
1780449087.3886518,35,N/A,unknown,-1.06,1.15,-0.17,0.0,0.0,0.0,0.08
1780449087.38866,36,N/A,unknown,-1.19,1.23,-0.24,0.0,0.0,0.0,0.1
1780449087.3886683,38,N/A,unknown,-0.94,1.3,-0.52,0.0,0.0,0.0,0.12
1780449087.3886766,41,N/A,unknown,-0.75,1.31,-0.67,0.0,0.0,0.0,0.14
1780449087.388685,43,N/A,unknown,-0.74,1.18,-0.45,0.0,0.0,0.0,0.14
1780449087.3886933,46,N/A,unknown,-0.4,0.89,-0.39,0.0,0.0,0.0,0.15
1780449087.388702,49,N/A,unknown,-0.27,0.76,-0.74,0.0,0.0,0.0,0.15
1780449087.388712,51,N/A,unknown,-0.77,0.62,-0.8,0.0,0.0,0.0,0.15
1780449087.388721,54,N/A,unknown,-1.11,0.34,-0.88,0.0,0.0,0.0,0.14
1780449087.3887293,56,N/A,unknown,-1.05,0.22,-1.0,0.0,0.0,0.0,0.15
1780449087.3887374,59,N/A,unknown,-1.12,0.25,-1.0,0.0,0.0,0.0,0.13
1780449087.3887467,61,N/A,unknown,-1.14,0.35,-0.94,0.0,0.0,0.0,0.11
1780449087.3887556,64,N/A,unknown,-1.23,0.51,-0.98,0.0,0.0,0.0,0.12
1780449087.388765,66,N/A,unknown,-1.18,0.55,-0.99,0.0,0.0,0.0,0.13
1780449087.3887746,69,N/A,unknown,-0.86,0.66,-1.12,0.0,0.0,0.0,0.15
1780449087.3887835,71,N/A,unknown,-0.71,0.71,-1.01,0.0,0.0,0.0,0.15
1780449087.388792,74,N/A,unknown,-0.26,0.53,-0.99,0.0,0.0,0.0,0.15
1780449087.3888006,76,N/A,unknown,-0.09,0.36,-0.91,0.0,0.0,0.0,0.15
1780449087.3888092,79,N/A,unknown,0.36,0.03,-0.8,0.0,0.0,0.0,0.16
1780449087.3888173,81,N/A,unknown,0.35,0.05,-0.59,0.0,0.0,0.0,0.16
1780449087.3888273,84,N/A,unknown,0.52,0.1,-0.7,0.0,0.0,0.0,0.16
1780449087.3888364,86,N/A,unknown,0.59,0.14,-0.66,0.0,0.0,0.0,0.17
1780449087.3888447,89,N/A,unknown,0.72,0.22,-0.77,0.0,0.0,0.0,0.17
1780449087.3888538,91,N/A,unknown,0.67,0.32,-0.92,0.0,0.0,0.0,0.17
1780449087.3888662,94,N/A,unknown,0.19,0.39,-0.89,0.0,0.0,0.0,0.17
1780449087.3888793,96,N/A,unknown,0.01,0.38,-0.88,0.0,0.0,0.0,0.17
1780449087.3888886,99,N/A,unknown,-0.0,0.43,-0.79,0.0,0.0,0.0,0.17
1780449087.388897,101,N/A,unknown,0.01,0.42,-0.66,0.0,0.0,0.0,0.17
1780449087.3889072,106,N/A,unknown,-0.0,0.42,-0.59,0.0,0.0,0.0,0.17
1780449087.3889205,110,N/A,unknown,-0.03,0.46,-0.54,0.0,0.0,0.0,0.16
1780449087.3889318,112,N/A,unknown,-0.06,0.54,-0.47,0.0,0.0,0.0,0.16
1780449087.3889413,114,N/A,unknown,-0.08,0.53,-0.46,0.0,0.0,0.0,0.16
1780449095.8354373,117,N/A,unknown,-0.13,0.56,-0.49,0.0,0.0,0.0,0.16
1780449095.8354583,123,N/A,unknown,-0.17,0.65,-0.53,0.0,0.0,0.0,0.16
1780449095.8354673,126,N/A,unknown,-0.16,0.58,-0.57,0.0,0.0,0.0,0.15
1780449095.8354757,128,N/A,unknown,-0.4,0.68,-0.96,0.0,0.0,0.0,0.14
1780449095.8354838,131,N/A,unknown,-0.18,0.97,-1.99,0.0,0.0,0.0,0.13
1780449095.835494,133,N/A,unknown,-0.06,0.91,-2.16,0.0,0.0,0.0,0.14
1780449095.8355021,136,N/A,unknown,-0.02,0.86,-2.37,0.0,0.0,0.0,0.15
1780449095.83551,137,N/A,unknown,0.0,0.85,-2.36,0.0,0.0,0.0,0.15
1780449095.835518,139,N/A,unknown,-0.23,0.84,-1.71,0.0,0.0,0.0,0.15
1780449095.835526,142,N/A,unknown,-0.61,0.82,-0.05,0.0,0.0,0.0,0.16
1780449095.8355346,144,N/A,unknown,-0.71,0.78,0.75,0.0,0.0,0.0,0.16
