timestamp,cycle,object,label,F_ext_x,F_ext_y,F_ext_z,F_fb_x,F_fb_y,F_fb_z,grip
1780449235.6983654,1,N/A,unknown,-0.81,0.82,1.45,0.0,0.0,0.0,0.02
1780449235.69841,3,N/A,unknown,-0.79,0.8,1.26,0.0,0.0,0.0,0.02
1780449235.6984336,6,N/A,unknown,-0.6,0.75,1.25,0.0,0.0,0.0,0.03
1780449235.698456,8,N/A,unknown,-0.56,0.74,1.28,0.0,0.0,0.0,0.05
1780449235.6984775,11,N/A,unknown,-0.7,0.75,1.05,0.0,0.0,0.0,0.04
1780449235.6984997,13,N/A,unknown,-0.68,0.74,0.9,0.0,0.0,0.0,0.03
1780449235.698521,16,N/A,unknown,-0.66,0.73,0.81,0.0,0.0,0.0,0.03
1780449235.6985464,18,N/A,unknown,-0.56,0.71,0.75,0.0,0.0,0.0,0.03
1780449235.6985693,21,N/A,unknown,-0.66,0.64,0.49,0.0,0.0,0.0,0.04
1780449235.698592,23,N/A,unknown,-0.73,0.6,0.22,0.0,0.0,0.0,0.05
1780449235.698641,25,N/A,unknown,-0.81,0.61,-0.01,0.0,0.0,0.0,0.05
1780449235.6986635,26,N/A,unknown,-0.84,0.6,0.01,0.0,0.0,0.0,0.05
1780449235.6986887,28,N/A,unknown,-0.87,0.53,0.08,0.0,0.0,0.0,0.05
1780449235.6987126,31,N/A,unknown,-0.74,0.37,-0.07,0.0,0.0,0.0,0.06
1780449235.6987345,33,N/A,unknown,-0.75,0.32,-0.2,0.0,0.0,0.0,0.09
1780449235.6987565,36,N/A,unknown,-0.32,0.22,-0.46,0.0,0.0,0.0,0.11
1780449235.6987798,38,N/A,unknown,-0.45,0.32,-0.43,0.0,0.0,0.0,0.1
1780449235.6988008,41,N/A,unknown,-0.26,0.44,-0.62,0.0,0.0,0.0,0.08
1780449235.6988246,43,N/A,unknown,-0.35,0.37,-0.66,0.0,0.0,0.0,0.09
1780449235.698847,46,N/A,unknown,-0.01,0.35,-0.97,0.0,0.0,0.0,0.11
1780449235.6988683,48,N/A,unknown,0.38,0.26,-1.15,0.0,0.0,0.0,0.13
1780449235.698889,51,N/A,unknown,0.32,0.4,-1.25,0.0,0.0,0.0,0.13
1780449235.6989095,53,N/A,unknown,0.37,0.53,-1.29,0.0,0.0,0.0,0.12
1780449235.6989305,56,N/A,unknown,0.3,0.59,-1.34,0.0,0.0,0.0,0.12
1780449235.6989508,58,N/A,unknown,0.37,0.54,-1.34,0.0,0.0,0.0,0.13
1780449235.698973,61,N/A,unknown,0.22,0.53,-1.42,0.0,0.0,0.0,0.13
1780449235.6989937,63,N/A,unknown,0.16,0.52,-1.4,0.0,0.0,0.0,0.14
1780449235.6990187,66,N/A,unknown,0.28,0.58,-1.38,0.0,0.0,0.0,0.14
1780449235.69904,68,N/A,unknown,0.5,0.58,-1.45,0.0,0.0,0.0,0.14
1780449235.6990602,71,N/A,unknown,0.65,0.53,-1.36,0.0,0.0,0.0,0.14
1780449235.6990805,73,N/A,unknown,0.81,0.5,-1.23,0.0,0.0,0.0,0.14
1780449235.6991065,76,N/A,unknown,1.1,0.46,-0.97,0.0,0.0,0.0,0.14
1780449235.6991365,78,N/A,unknown,1.29,0.47,-0.94,0.0,0.0,0.0,0.14
1780449235.699165,83,N/A,unknown,1.45,0.56,-0.76,0.0,0.0,0.0,0.14
1780449235.699192,85,N/A,unknown,1.53,0.66,-0.88,0.0,0.0,0.0,0.14
1780449235.699217,88,N/A,unknown,1.59,0.7,-1.01,0.0,0.0,0.0,0.15
1780449235.6992426,91,N/A,unknown,1.33,0.73,-0.97,0.0,0.0,0.0,0.15
1780449235.6992688,95,N/A,unknown,1.41,0.79,-1.06,0.0,0.0,0.0,0.16
1780449235.699295,98,N/A,unknown,1.37,0.85,-1.01,0.0,0.0,0.0,0.16
1780449235.6993215,99,N/A,unknown,1.51,0.79,-1.04,0.0,0.0,0.0,0.16
1780449235.6993473,101,N/A,unknown,1.41,0.86,-0.85,0.0,0.0,0.0,0.16
1780449235.699373,103,N/A,unknown,1.42,0.9,-0.53,0.0,0.0,0.0,0.16
1780449235.6993976,106,N/A,unknown,1.39,0.89,-0.01,0.0,0.0,0.0,0.15
1780449235.6994233,108,N/A,unknown,1.53,0.87,0.0,0.0,0.0,0.0,0.15
1780449235.6994472,111,N/A,unknown,1.66,0.82,-0.1,0.0,0.0,0.0,0.15
1780449235.6994724,114,N/A,unknown,1.71,0.91,-0.06,0.0,0.0,0.0,0.15
1780449243.5078175,117,N/A,unknown,1.56,1.03,0.16,0.0,0.0,0.0,0.15
1780449243.507833,118,N/A,unknown,1.47,1.07,0.25,0.0,0.0,0.0,0.15
1780449243.5078518,120,N/A,unknown,1.26,1.33,0.17,0.0,0.0,0.0,0.13
1780449243.507866,122,N/A,unknown,1.38,1.32,0.34,0.0,0.0,0.0,0.13
1780449243.507881,125,N/A,unknown,1.6,1.29,0.4,0.0,0.0,0.0,0.13
1780449243.5078943,127,N/A,unknown,1.65,1.21,0.49,0.0,0.0,0.0,0.13
1780449243.5079083,130,N/A,unknown,1.38,1.14,1.14,0.0,0.0,0.0,0.14
1780449243.5079217,133,N/A,unknown,0.78,1.15,2.08,0.0,0.0,0.0,0.13
1780449243.5079355,135,N/A,unknown,0.51,1.22,2.42,0.0,0.0,0.0,0.12
1780449243.5079489,138,N/A,unknown,0.06,1.28,2.84,0.0,0.0,0.0,0.12
1780449243.507963,140,N/A,unknown,-0.27,1.26,2.99,0.0,0.0,0.0,0.11
1780449243.5079765,143,N/A,unknown,-0.59,1.28,3.45,0.0,0.0,0.0,0.08
1780449243.5079927,146,N/A,unknown,-0.78,1.22,3.91,0.0,0.0,0.0,0.06
1780449243.5080066,148,N/A,unknown,-0.75,1.11,4.13,0.0,0.0,0.0,0.05
1780449243.5080202,151,N/A,unknown,-0.94,0.92,4.11,0.0,0.0,0.0,0.03
1780449243.5080345,153,N/A,unknown,-1.07,0.66,4.11,0.0,0.0,0.0,0.03
1780449243.5080478,155,N/A,unknown,-1.25,0.43,4.19,0.0,0.0,0.0,0.04
1780449243.508063,156,N/A,unknown,-1.19,0.36,4.15,0.0,0.0,0.0,0.05
1780449243.5080855,159,N/A,unknown,-0.97,0.01,4.06,0.0,0.0,0.0,0.08
1780449243.5081007,161,N/A,unknown,-0.72,-0.27,3.92,0.0,0.0,0.0,0.11
1780449243.508114,163,N/A,unknown,-0.68,-0.59,3.8,0.0,0.0,0.0,0.15
1780449243.508129,165,N/A,unknown,-0.77,-0.84,3.64,0.0,0.0,0.0,0.2
1780449243.5081444,167,N/A,unknown,-0.82,-0.84,3.28,0.0,0.0,0.0,0.23
1780449243.5081592,168,N/A,unknown,-0.94,-0.99,3.1,0.0,0.0,0.0,0.25
1780449243.5081725,171,N/A,unknown,-1.3,-0.88,2.69,0.0,0.0,0.0,0.26
1780449243.5081847,174,N/A,unknown,-0.93,-1.04,2.37,0.0,0.0,0.0,0.27
1780449243.5081978,177,N/A,unknown,-0.54,-0.78,2.01,0.0,0.0,0.0,0.28
1780449243.5082111,179,N/A,unknown,-0.79,-1.05,1.86,0.0,0.0,0.0,0.28
1780449243.508225,180,N/A,unknown,-0.9,-1.07,1.76,0.0,0.0,0.0,0.28
1780449243.5082383,182,N/A,unknown,-0.55,-1.01,1.39,0.0,0.0,0.0,0.29
1780449243.5082567,184,N/A,unknown,-0.36,-0.99,1.11,0.0,0.0,0.0,0.28
1780449243.5082703,186,N/A,unknown,-0.54,-0.82,1.05,0.0,0.0,0.0,0.27
1780449243.5082846,187,N/A,unknown,-0.38,-0.82,0.98,0.0,0.0,0.0,0.26
1780449243.5082982,190,N/A,unknown,-0.49,-0.68,0.82,0.0,0.0,0.0,0.24
1780449243.508312,191,N/A,unknown,-0.25,-0.74,0.72,0.0,0.0,0.0,0.24
1780449243.5083256,195,N/A,unknown,-0.13,-0.73,0.55,0.0,0.0,0.0,0.25
1780449243.5083392,198,N/A,unknown,-0.38,-0.63,0.78,0.0,0.0,0.0,0.24
1780449243.5083525,199,N/A,unknown,-0.33,-0.58,0.71,0.0,0.0,0.0,0.23
1780449243.5083666,201,N/A,unknown,-0.54,-0.4,0.81,0.0,0.0,0.0,0.22
1780449243.5083802,203,N/A,unknown,-0.55,-0.29,0.85,0.0,0.0,0.0,0.22
1780449243.5083938,204,N/A,unknown,-0.62,-0.22,0.89,0.0,0.0,0.0,0.22
1780449243.508407,206,N/A,unknown,-0.73,-0.14,0.9,0.0,0.0,0.0,0.21
1780449243.5084212,209,N/A,unknown,-0.85,-0.05,0.94,0.0,0.0,0.0,0.21
