schema_version,system_time,operation_time,phase,event,mode,controller_mode,omega_x,omega_y,omega_z,omega_valid,gripper_deg,button,target_x,target_y,target_z,robot_x,robot_y,robot_z,F_ext_x,F_ext_y,F_ext_z,T_ext_x,T_ext_y,T_ext_z,F_ext_mag,K_trans,K_rot,damping_ratio,K_fb,deadband,scale,gripper_state,gripper_cmd_width,gripper_width,gripper_width_valid,gripper_speed,gripper_force,grasp_success,vision_class,vision_label,vision_confidence,vision_locked,fusion_delta_K,fusion_active,control_dt,force_adapt_target_K,force_adapt_ratio,force_adapt_active,force_adapt_delta_K,force_baseline_mean,force_baseline_std,force_threshold,actual_object,prior_condition,posterior_correction,condition_code,raw_vision_class,raw_vision_label,raw_vision_confidence,applied_prior_label,prior_K,safe_anchor_K,prior_trust,contact_risk_raw,contact_risk_ema,trust_force_guard_N,trust_target_K,trust_delta_K,trust_active,trust_config_hash
3,8.164097967999624,nan,PREP,system_start|prior_applied|vision_start,C0,trust_experiment,-0.010474303599922935,-0.0017321561893118157,0.10941869163800623,1,-28.31032125768968,0,0.3204591020980094,0.02948910891212655,0.44627013827707795,0.32045694779669115,0.029493892792936093,0.44624121043266407,-0.875195944875857,0.03590063481693627,0.6514222422942028,-0.22810941351562466,-0.7649640625683597,0.06529630741085891,1.0916078669847566,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07984410226345062,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,1.0840012691915035e-06,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,0,C0,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,849612984eae337a
3,8.194108474999666,nan,PREP,,C0,trust_experiment,-0.009936689778507896,-0.0007770121359610891,0.109969653575069,1,-28.31032125768968,0,0.3204591020980094,0.02948910891212655,0.44627013827707795,0.3204567716254077,0.029493854037100843,0.4462404539272464,-0.8666655730591185,0.03606337843035691,0.6493589171278065,-0.22824318807135419,-0.7600349381830136,0.06518301716189423,1.08354823890914,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07984147220849991,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.030010507000042708,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,0,C0,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,849612984eae337a
3,8.201309584999763,nan,PREP,,C0,trust_experiment,-0.009880539498624441,-0.0005050656185941435,0.10995610520208252,1,-28.31032125768968,0,0.3204591020980094,0.02948910891212655,0.44627013827707795,0.32045794504006153,0.02949172455025392,0.44624156448373364,-0.8609357950453635,0.037115424189568494,0.6487137556676685,-0.22901252677179518,-0.7570108407716593,0.06536194303146103,1.0786183452434022,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07984147220849991,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.007201110000096378,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,0,C0,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,849612984eae337a
3,8.221573630999046,nan,PREP,,C0,trust_experiment,-0.00981347070037622,-0.00021403531085484632,0.11006097437988074,1,-28.31032125768968,0,0.3204591020980094,0.02948910891212655,0.44627013827707795,0.32045709772405334,0.02949180546873183,0.44624123847975056,-0.8667516491967742,0.041166542478229554,0.6416877809874192,-0.231835335732774,-0.7614566937781034,0.06680259796272174,1.0792202341846162,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07984147220849991,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.020264045999283553,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,0,C0,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,849612984eae337a
3,8.397471775999293,nan,PREP,,C0,trust_experiment,-0.008723126046783047,-0.0003008044199687642,0.10957271206538544,1,-28.31032125768968,0,0.3204591020980094,0.02948910891212655,0.44627013827707795,0.32045733392087156,0.029491747279146385,0.44623931895821073,-0.8710471469267678,0.044851149315796666,0.636874857652035,-0.23435316330920103,-0.7647323804322512,0.06809869496658756,1.0799742321340404,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07984147220849991,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.1758981450002466,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,0,C0,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,849612984eae337a
3,8.402612336998573,nan,PREP,,C0,trust_experiment,-0.008709361661072501,-0.00032020048838222955,0.10956648318212531,1,-28.31032125768968,0,0.3204591020980094,0.02948910891212655,0.44627013827707795,0.3204581156128517,0.02949159339090795,0.44624100854969984,-0.87206041305367,0.04717307784110383,0.6331245407301607,-0.23606462957892083,-0.7655466377068965,0.06883299916471926,1.0786850084075135,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07984147220849991,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.005140560999279842,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,0,C0,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,849612984eae337a
3,8.407726714998716,nan,PREP,,C0,trust_experiment,-0.008702458882495767,-0.00032019517020480707,0.10956337307095376,1,-28.31032125768968,0,0.3204591020980094,0.02948910891212655,0.44627013827707795,0.32045677491364966,0.029492877140183293,0.44624133592428433,-0.8662455907467486,0.04587027946895472,0.6278769890591471,-0.23554110395395514,-0.761210797055856,0.06816816961226793,1.0708478040397356,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07983950525522232,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.005114378000143915,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,0,C0,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,849612984eae337a
3,8.412834763999854,nan,PREP,,C0,trust_experiment,-0.008702458882495767,-0.00032019517020480707,0.10956337307095376,1,-28.31032125768968,0,0.3204591020980094,0.02948910891212655,0.44627013827707795,0.3204574091552223,0.029492588294258056,0.4462407561752643,-0.8624670351172059,0.04661380044636749,0.6261813512813584,-0.2362318377212016,-0.7590175281663003,0.06818121630062855,1.0668295635894542,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07983950525522232,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.00510804900113726,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,0,C0,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,849612984eae337a
3,8.417898754998532,nan,PREP,,C0,trust_experiment,-0.008702458882495767,-0.00032019517020480707,0.10956337307095376,1,-28.31032125768968,0,0.3204591020980094,0.02948910891212655,0.44627013827707795,0.3204571301982211,0.029492700405936087,0.44624190870967956,-0.8631307177978961,0.04735537049784363,0.6254306891852854,-0.23684440320487188,-0.7597308087330897,0.06836904565615978,1.0669586281089256,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07983950525522232,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.0050639909986784915,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,0,C0,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,849612984eae337a
3,8.42296366699884,nan,PREP,,C0,trust_experiment,-0.008702443410366995,-0.0003298867779467552,0.10956077700247482,1,-28.31032125768968,0,0.3204591020980094,0.02948910891212655,0.44627013827707795,0.32045760253356065,0.02949320411119865,0.4462414523870763,-0.8633890642388946,0.048884698352764364,0.6236876134869135,-0.23792762406514145,-0.7596867882566564,0.06875157023108405,1.0662160330802368,50.0,3.25,1.0,0.5,0.3,3.0,IDLE,0.08,0.07983950525522232,1,0.05,8.0,0,unknown,soft,nan,1,0.0,0,0.005064912000307231,200.0,0.0,0,0.0,nan,nan,nan,banana,correct,0,C0,unknown,unknown,nan,soft,50.0,50.0,1.0,0.0,0.0,nan,50.0,0.0,0,849612984eae337a
