schema_version,system_time,operation_time,phase,event,mode,controller_mode,omega_x,omega_y,omega_z,omega_valid,gripper_deg,button,target_x,target_y,target_z,robot_x,robot_y,robot_z,F_ext_x,F_ext_y,F_ext_z,T_ext_x,T_ext_y,T_ext_z,F_ext_mag,K_trans,K_rot,damping_ratio,K_fb,deadband,scale,gripper_state,gripper_cmd_width,gripper_width,gripper_width_valid,gripper_speed,gripper_force,grasp_success,vision_class,vision_label,vision_confidence,vision_locked,fusion_delta_K,fusion_active,control_dt,timing_profile_version,prev_omega_io_s,prev_panda_state_s,prev_haptic_send_s,prev_impedance_update_s,prev_panda_command_s,prev_gripper_update_s,prev_record_s,prev_keyboard_status_s,prev_loop_work_s,prev_sleep_requested_s,prev_sleep_actual_s,force_adapt_target_K,force_adapt_ratio,force_adapt_active,force_adapt_delta_K,force_baseline_mean,force_baseline_std,force_threshold,actual_object,prior_condition,posterior_correction,condition_code,raw_vision_class,raw_vision_label,raw_vision_confidence,applied_prior_label,prior_K,safe_anchor_K,prior_trust,contact_risk_raw,contact_risk_ema,trust_force_guard_N,trust_target_K,trust_delta_K,trust_active,trust_config_hash
3,8.298989274000633,nan,PREP,system_start|prior_applied|vision_start,W1,trust_experiment,0.010008438125454877,0.006114558714490511,0.09730729559929421,1,-28.29186602870814,0,0.3199678840548885,0.02685430075351411,0.4467340018424553,0.3199261994611102,0.026855963135733275,0.44656714233421824,-0.9948389524811211,0.0405231682766696,0.3600382345971211,-0.28994813824343085,-0.7577971614917915,0.02924311539326498,1.0587606901055238,200.0,13.0,1.0,0.5,0.3,3.0,IDLE,0.08,0.07984081655740738,1,0.05,15.0,0,unknown,deliberately_overstiff,nan,1,0.0,0,2.2190015442902222e-06,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.0,0.0,0,0.0,nan,nan,nan,bottle,overstiff,1,W1,unknown,unknown,nan,deliberately_overstiff,200.0,50.0,1.0,0.0,0.0,nan,200.0,0.0,0,849612984eae337a
3,8.311701098000412,nan,PREP,,W1,trust_experiment,0.010140472028360242,0.005503653354145454,0.09757616615678986,1,-28.29186602870814,0,0.3199678840548885,0.02685430075351411,0.4467340018424553,0.3199105736759243,0.026854790550968073,0.4465262294965783,-0.9778582846652665,0.03693205044699059,0.38337619957655567,-0.28720301448924507,-0.7546001044277642,0.02841569788438767,1.0509748387285394,200.0,13.0,1.0,0.5,0.3,3.0,IDLE,0.08,0.07983818650245667,1,0.05,15.0,0,unknown,deliberately_overstiff,nan,1,0.0,0,0.012711823999779881,1,0.00045322400001168717,4.8208999942289665e-05,0.00018206800086773,3.5769990063272417e-06,1.152299955720082e-05,2.8790000214939937e-05,2.898800084949471e-05,4.36650007031858e-05,0.0013384129997575656,0.0036615870002424345,0.01135927100040135,200.0,0.0,0,0.0,nan,nan,nan,bottle,overstiff,1,W1,unknown,unknown,nan,deliberately_overstiff,200.0,50.0,1.0,0.0,0.0,nan,200.0,0.0,0,849612984eae337a
3,8.342473120999784,nan,PREP,,W1,trust_experiment,0.010390272419449703,0.003931470545960844,0.09792844957819494,1,-28.29186602870814,0,0.3199678840548885,0.02685430075351411,0.4467340018424553,0.31991050224011114,0.02685573172552443,0.4465265292989864,-0.9668751870329833,0.03366347139242788,0.40481528852827087,-0.2846817681513929,-0.7545552270307156,0.0275961141356439,1.048740327455983,200.0,13.0,1.0,0.5,0.3,3.0,IDLE,0.08,0.07983818650245667,1,0.05,15.0,0,unknown,deliberately_overstiff,nan,1,0.0,0,0.030772022999371984,1,0.02950867700019444,5.853299990121741e-05,0.0009743619993969332,4.100998921785504e-06,1.0641999324434437e-05,3.9600126910954714e-07,4.1059000068344176e-05,1.6280009731417522e-06,0.03077015099916025,0.0,0.0,200.0,0.0,0,0.0,nan,nan,nan,bottle,overstiff,1,W1,unknown,unknown,nan,deliberately_overstiff,200.0,50.0,1.0,0.0,0.0,nan,200.0,0.0,0,849612984eae337a
3,8.347539759999563,nan,PREP,,W1,trust_experiment,0.010545505788036202,0.003497333871192519,0.09796106237897166,1,-28.29186602870814,0,0.3199678840548885,0.02685430075351411,0.4467340018424553,0.319860446006743,0.026850595643082203,0.4463913439771759,-0.9632799333326663,0.03246795014810861,0.3944842507039772,-0.2836705348782277,-0.7534081608262508,0.027340045716723826,1.0414318133232172,200.0,13.0,1.0,0.5,0.3,3.0,IDLE,0.08,0.07983818650245667,1,0.05,15.0,0,unknown,deliberately_overstiff,nan,1,0.0,0,0.005066638999778661,1,2.526500065869186e-05,2.2288999389274977e-05,0.000290951998977107,2.315999154234305e-06,6.849999408586882e-06,3.894700057571754e-05,2.7316998966853134e-05,3.0829996831016615e-06,0.0005118879998917691,0.004488112000108231,0.004551460000584484,200.0,0.0,0,0.0,nan,nan,nan,bottle,overstiff,1,W1,unknown,unknown,nan,deliberately_overstiff,200.0,50.0,1.0,0.0,0.0,nan,200.0,0.0,0,849612984eae337a
3,8.538956293999945,nan,PREP,,W1,trust_experiment,0.014282081659616558,-0.0001805499070983956,0.0965090819680351,1,-28.29186602870814,0,0.3199678840548885,0.02685430075351411,0.4467340018424553,0.31986027388110044,0.026849998076405767,0.4463911558503041,-0.9620385451580477,0.03230497597441545,0.3870624809043632,-0.2834057542296485,-0.7534052217293069,0.027392730568968415,1.0374869338774155,200.0,13.0,1.0,0.5,0.3,3.0,IDLE,0.08,0.07983818650245667,1,0.05,15.0,0,unknown,deliberately_overstiff,nan,1,0.0,0,0.19141653400038194,1,0.19025909699848853,7.837999874027446e-05,0.0007884709993959405,4.692001311923377e-06,2.5511000785627402e-05,3.3700052881613374e-07,3.733899939106777e-05,1.5240002539940178e-06,0.19141479300014907,0.0,0.0,200.0,0.0,0,0.0,nan,nan,nan,bottle,overstiff,1,W1,unknown,unknown,nan,deliberately_overstiff,200.0,50.0,1.0,0.0,0.0,nan,200.0,0.0,0,849612984eae337a
3,8.544060271999115,nan,PREP,,W1,trust_experiment,0.014322331953796175,-0.0001895501035340146,0.09648360067960783,1,-28.29186602870814,0,0.3199678840548885,0.02685430075351411,0.4467340018424553,0.31985787152618445,0.026849990637852282,0.44638737578096477,-0.9625391849910436,0.03048653033128306,0.3797441638662717,-0.2822766011170993,-0.753719827753791,0.026992376827274407,1.035189229641304,200.0,13.0,1.0,0.5,0.3,3.0,IDLE,0.08,0.07983818650245667,1,0.05,15.0,0,unknown,deliberately_overstiff,nan,1,0.0,0,0.005103977999169729,1,7.712200022069737e-05,2.397800017206464e-05,0.0003831920002994593,2.0369989215396345e-06,7.901000572019257e-06,2.7103000320494175e-05,1.9885999790858477e-05,3.3750002330634743e-06,0.0006352149994199863,0.004364785000580014,0.004451541000889847,200.0,0.0,0,0.0,nan,nan,nan,bottle,overstiff,1,W1,unknown,unknown,nan,deliberately_overstiff,200.0,50.0,1.0,0.0,0.0,nan,200.0,0.0,0,849612984eae337a
3,8.549135536999529,nan,PREP,,W1,trust_experiment,0.014362127385653595,-0.00019854121217814785,0.0964530892963252,1,-28.29186602870814,0,0.3199678840548885,0.02685430075351411,0.4467340018424553,0.31985701781036485,0.02684967351194139,0.4463825753987819,-0.9625583121339023,0.02999186276781936,0.37936975478650625,-0.28195870489963354,-0.7551153451830088,0.02710125441741474,1.0350552772374646,200.0,13.0,1.0,0.5,0.3,3.0,IDLE,0.08,0.07983818650245667,1,0.05,15.0,0,unknown,deliberately_overstiff,nan,1,0.0,0,0.00507526500041422,1,0.0004325600002630381,9.626199971535243e-05,0.00013693499931832775,5.585001417784952e-06,9.223000233760104e-06,2.720007614698261e-07,6.951100112928543e-05,1.4979996194597334e-06,0.001967284000784275,0.003032715999215725,0.003099810001003789,200.0,0.0,0,0.0,nan,nan,nan,bottle,overstiff,1,W1,unknown,unknown,nan,deliberately_overstiff,200.0,50.0,1.0,0.0,0.0,nan,200.0,0.0,0,849612984eae337a
3,8.589310159999513,nan,PREP,,W1,trust_experiment,0.014255642087868309,-0.00015348632873857492,0.0965302409603723,1,-28.29186602870814,0,0.3199678840548885,0.02685430075351411,0.4467340018424553,0.31984800625249454,0.026849050771161335,0.4463609035164716,-0.9574031033365243,0.03253953882817739,0.3887635443020029,-0.283832037284957,-0.7553850189877183,0.027704787792977872,1.0338358753901962,200.0,13.0,1.0,0.5,0.3,3.0,IDLE,0.08,0.07983556389808655,1,0.05,15.0,0,unknown,deliberately_overstiff,nan,1,0.0,0,0.04017462299998442,1,0.0003074119995289948,6.80150005791802e-05,0.00019708599938894622,5.129000783199444e-06,1.2186001185909845e-05,3.6900019040331244e-07,5.688800047209952e-05,1.8439986888552085e-06,0.0008713549996173242,0.004128645000382676,0.0392930529997102,200.0,0.0,0,0.0,nan,nan,nan,bottle,overstiff,1,W1,unknown,unknown,nan,deliberately_overstiff,200.0,50.0,1.0,0.0,0.0,nan,200.0,0.0,0,849612984eae337a
3,8.594407267999486,nan,PREP,,W1,trust_experiment,0.014208920013281529,-0.00015351499965273922,0.09656285828600666,1,-28.29186602870814,0,0.3199678840548885,0.02685430075351411,0.4467340018424553,0.31984742495177176,0.026848676790247744,0.44635724030997753,-0.9544875246066984,0.035286273478329674,0.39335261008395517,-0.28594237916906184,-0.7554857891016192,0.028395287947635593,1.0329655519840293,200.0,13.0,1.0,0.5,0.3,3.0,IDLE,0.08,0.07983556389808655,1,0.05,15.0,0,unknown,deliberately_overstiff,nan,1,0.0,0,0.00509710799997265,1,0.0003334850007377099,3.699400076584425e-05,0.00032146499870577827,4.015999365947209e-06,7.931001164251938e-06,4.127899956074543e-05,3.9583999750902876e-05,4.995001290808432e-06,0.0009385220000694972,0.004061477999930503,0.004148568999880808,200.0,0.0,0,0.0,nan,nan,nan,bottle,overstiff,1,W1,unknown,unknown,nan,deliberately_overstiff,200.0,50.0,1.0,0.0,0.0,nan,200.0,0.0,0,849612984eae337a
3,8.599505902000601,nan,PREP,,W1,trust_experiment,0.014168884721359853,-0.00013547608662870103,0.09659079993494245,1,-28.29186602870814,0,0.3199678840548885,0.02685430075351411,0.4467340018424553,0.3198459474395822,0.026847985346993845,0.4463543033721402,-0.9497291480044004,0.040116652468723486,0.4215187562290542,-0.2886821137700778,-0.7612657693957885,0.02989458390784381,1.0398427103304373,200.0,13.0,1.0,0.5,0.3,3.0,IDLE,0.08,0.07983556389808655,1,0.05,15.0,0,unknown,deliberately_overstiff,nan,1,0.0,0,0.005098634001114988,1,0.00027197999952477403,3.8160000258358195e-05,0.00035681200097315013,4.3980016926070675e-06,6.571999620064162e-06,3.0199953471310437e-07,3.4358999982941896e-05,3.0409992177737877e-06,0.0008107049998216098,0.00418929500017839,0.004277841999282828,200.0,0.0,0,0.0,nan,nan,nan,bottle,overstiff,1,W1,unknown,unknown,nan,deliberately_overstiff,200.0,50.0,1.0,0.0,0.0,nan,200.0,0.0,0,849612984eae337a
