metric,contrast,n_participants,n_participant_object_blocks,mean_difference,sd_participant_difference,dz,ci95_low_participant_bootstrap,ci95_high_participant_bootstrap,p_sign_flip,p_holm
primary_excess_impulse_Ns_0p05_0p80,W1-W0,1,1,-0.01735055459849144,,,,,1.0,1.0
primary_excess_impulse_Ns_0p05_0p80,C1-C0,1,1,0.06944090969330047,,,,,1.0,1.0
primary_excess_impulse_Ns_0p05_0p80,interaction,1,1,-0.08679146429179191,,,,,1.0,1.0
