trial_id,participant_id,actual_object,condition_code,prior_condition,posterior_correction,config_hash,source_csv,primary_excess_impulse_Ns_0p05_0p80,initial_peak_force_N_0_0p20,excess_duration_s_0p05_0p80,prior_trust_min,trust_drop_latency_s,stiffness_min_N_per_m,stiffness_max_N_per_m,stiffness_reduction_N_per_m,contact_to_grasp_success_s,operation_time_s,task_completed,task_success,software_safety_stop,raw_vision_class,raw_vision_correct,contact_event_present,override_event_present,stiffness_bounds_ok,trust_monotonic_ok
PILOT_V2_03_bottle_C0,PILOT_V2,bottle,C0,correct,False,849612984eae337a,F:\sun\sunhan\data\trust_correction\PILOT_V2\trust_experiment_20260806_153838.csv,0.13625204556063775,1.2737684941506482,0.5009684479973657,1.0,,120.0,120.0,0.0,4.655408716998863,15.703432145000988,1,1,0,bottle,1,1,0,1,1
PILOT_V2_04_bottle_C1,PILOT_V2,bottle,C1,correct,True,849612984eae337a,F:\sun\sunhan\data\trust_correction\PILOT_V2\trust_experiment_20260806_153954.csv,0.20569295525393821,1.4045111197016753,0.7243226159989717,0.99536803707394,0.6903590290003176,119.82822657392964,120.0,0.1717734260703594,4.953614011001264,15.514005970999278,1,1,0,bottle,1,1,1,1,1
PILOT_V2_07_bottle_W1,PILOT_V2,bottle,W1,overstiff,True,849612984eae337a,F:\sun\sunhan\data\trust_correction\PILOT_V2\trust_experiment_20260806_154048.csv,0.3788041265238055,1.6218723878265169,0.693527601999449,0.9603069891532594,0.21617652899840323,196.7016348925021,200.0,3.2983651074978866,4.9433414159993845,15.3403579980004,1,1,0,bottle,1,1,1,1,1
PILOT_V2_08_bottle_W0,PILOT_V2,bottle,W0,overstiff,False,849612984eae337a,F:\sun\sunhan\data\trust_correction\PILOT_V2\trust_experiment_20260806_154136.csv,0.39615468112229696,1.9657396387787784,0.7350016430027608,1.0,,200.0,200.0,0.0,4.382247392000863,14.562111765000736,1,1,0,bottle,1,1,0,1,1
