time,x,y,z,gripper_deg,button,K_trans,K_rot,damping_ratio,K_fb,deadband,scale
0.0009,0.039193,0.003438,0.072885,-28.29,0,200.0,10.0,1.00,0.500,0.300,3.00
0.0062,0.039174,0.003485,0.073038,-28.29,0,200.0,10.0,1.00,0.500,0.300,3.00
0.0112,0.039235,0.003364,0.073196,-28.29,0,199.8,10.0,1.00,0.500,0.300,3.00
0.0162,0.039268,0.002881,0.073341,-28.29,0,199.8,10.0,1.00,0.500,0.300,3.00
0.0212,0.039191,0.002803,0.073506,-28.29,0,199.3,10.0,1.00,0.500,0.300,3.00
0.0264,0.039045,0.002711,0.073662,-28.29,0,199.3,10.0,1.00,0.500,0.300,3.00
0.0315,0.038952,0.002689,0.073751,-28.29,0,198.4,10.0,1.00,0.500,0.300,3.00
0.0364,0.038933,0.002499,0.073848,-28.29,0,198.4,10.0,1.00,0.500,0.300,3.00
0.0417,0.038992,0.002221,0.073913,-28.29,0,197.2,10.0,1.00,0.500,0.300,3.00
0.0466,0.039023,0.001983,0.073987,-28.29,0,197.2,10.0,1.00,0.500,0.300,3.00
0.0517,0.039023,0.001785,0.074046,-28.29,0,195.8,10.0,1.00,0.500,0.300,3.00
0.0569,0.038991,0.001675,0.074119,-28.29,0,195.8,10.0,1.00,0.500,0.300,3.00
0.0619,0.038984,0.001470,0.074181,-28.29,0,194.1,10.0,1.00,0.500,0.300,3.00
0.0669,0.038995,0.001280,0.074264,-28.29,0,194.1,10.0,1.00,0.500,0.300,3.00
0.0722,0.039006,0.001003,0.074344,-28.29,0,192.2,10.0,1.00,0.500,0.300,3.00
0.0772,0.039006,0.000845,0.074414,-28.29,0,192.2,10.0,1.00,0.500,0.300,3.00
0.0822,0.038952,0.000687,0.074522,-28.29,0,190.1,10.0,1.00,0.500,0.300,3.00
0.0872,0.038892,0.000545,0.074636,-28.29,0,190.1,10.0,1.00,0.500,0.300,3.00
0.0925,0.038793,0.000395,0.074802,-28.29,0,187.8,10.0,1.00,0.500,0.300,3.00
0.0974,0.038715,0.000277,0.074937,-28.29,0,187.8,10.0,1.00,0.500,0.300,3.00
0.1027,0.038614,0.000166,0.075091,-28.29,0,185.4,10.0,1.00,0.500,0.300,3.00
0.1077,0.038515,0.000087,0.075224,-28.29,0,185.4,10.0,1.00,0.500,0.300,3.00
0.1129,0.038408,0.000048,0.075356,-28.29,0,182.9,10.0,1.00,0.500,0.300,3.00
0.1179,0.038318,0.000008,0.075464,-28.29,0,182.9,10.0,1.00,0.500,0.300,3.00
0.1229,0.038233,0.000024,0.075559,-28.29,0,180.3,10.0,1.00,0.500,0.300,3.00
0.1282,0.038133,0.000048,0.075655,-28.29,0,180.3,10.0,1.00,0.500,0.300,3.00
0.1332,0.038021,0.000119,0.075758,-28.29,0,177.7,10.0,1.00,0.500,0.300,3.00
0.1382,0.037897,0.000191,0.075869,-28.29,0,177.7,10.0,1.00,0.500,0.300,3.00
0.1432,0.037784,0.000255,0.075970,-28.29,0,175.0,10.0,1.00,0.500,0.300,3.00
0.1484,0.037659,0.000343,0.076080,-28.29,0,175.0,10.0,1.00,0.500,0.300,3.00
0.1535,0.037545,0.000431,0.076173,-28.29,0,172.3,10.0,1.00,0.500,0.300,3.00
0.1588,0.037410,0.000583,0.076271,-28.29,0,172.3,10.0,1.00,0.500,0.300,3.00
0.1637,0.037286,0.000735,0.076351,-28.29,0,169.7,10.0,1.00,0.500,0.300,3.00
0.1687,0.037178,0.000896,0.076409,-28.29,0,169.7,10.0,1.00,0.500,0.300,3.00
0.1739,0.037048,0.001065,0.076495,-28.29,0,167.1,10.0,1.00,0.500,0.300,3.00
0.1789,0.036921,0.001242,0.076567,-28.29,0,167.1,10.0,1.00,0.500,0.300,3.00
0.1840,0.036799,0.001428,0.076630,-28.29,0,164.6,10.0,1.00,0.500,0.300,3.00
0.1891,0.036682,0.001630,0.076682,-28.29,0,164.6,10.0,1.00,0.500,0.300,3.00
0.1942,0.036564,0.001824,0.076735,-28.29,0,162.2,10.0,1.00,0.500,0.300,3.00
0.1992,0.036450,0.002035,0.076773,-28.29,0,162.2,10.0,1.00,0.500,0.300,3.00
0.2045,0.036342,0.002262,0.076804,-28.29,0,159.9,10.0,1.00,0.500,0.300,3.00
0.2094,0.036238,0.002489,0.076829,-28.29,0,159.9,10.0,1.00,0.500,0.300,3.00
0.2144,0.036153,0.002708,0.076837,-28.29,0,157.8,10.0,1.00,0.500,0.300,3.00
0.2197,0.036055,0.002919,0.076860,-28.29,0,157.8,10.0,1.00,0.500,0.300,3.00
0.2247,0.035965,0.003107,0.076884,-28.29,0,155.9,10.0,1.00,0.500,0.300,3.00
0.2297,0.035886,0.003302,0.076893,-28.29,0,155.9,10.0,1.00,0.500,0.300,3.00
0.2349,0.035825,0.003489,0.076886,-28.29,0,154.2,10.0,1.00,0.500,0.300,3.00
0.2399,0.035780,0.003676,0.076860,-28.29,0,154.2,10.0,1.00,0.500,0.300,3.00
0.2450,0.035755,0.003847,0.076820,-28.29,0,152.8,10.0,1.00,0.500,0.300,3.00
0.2501,0.035741,0.004017,0.076769,-28.29,0,152.8,10.0,1.00,0.500,0.300,3.00
0.2551,0.035740,0.004162,0.076712,-28.29,0,151.6,10.0,1.00,0.500,0.300,3.00
0.2602,0.035740,0.004291,0.076660,-28.29,0,151.6,10.0,1.00,0.500,0.300,3.00
0.2652,0.035751,0.004437,0.076591,-28.29,0,150.7,10.0,1.00,0.500,0.300,3.00
0.2705,0.035767,0.004582,0.076515,-28.29,0,150.7,10.0,1.00,0.500,0.300,3.00
0.2754,0.035789,0.004710,0.076433,-28.29,0,150.2,10.0,1.00,0.500,0.300,3.00
0.2804,0.035825,0.004830,0.076347,-28.29,0,150.2,10.0,1.00,0.500,0.300,3.00
0.2857,0.035871,0.004950,0.076243,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.2907,0.035923,0.005078,0.076135,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.2957,0.035970,0.005181,0.076036,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3009,0.036035,0.005292,0.075921,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3059,0.036111,0.005386,0.075793,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3109,0.036201,0.005472,0.075661,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3161,0.036301,0.005557,0.075511,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3212,0.036394,0.005666,0.075364,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3262,0.036487,0.005768,0.075215,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3312,0.036608,0.005876,0.075037,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3364,0.036746,0.005975,0.074837,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3414,0.036865,0.006091,0.074657,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3464,0.037003,0.006190,0.074457,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3517,0.037144,0.006313,0.074248,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3567,0.037267,0.006428,0.074055,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3620,0.037394,0.006559,0.073850,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3669,0.037524,0.006666,0.073653,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3719,0.037639,0.006781,0.073461,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3772,0.037752,0.006928,0.073263,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3821,0.037870,0.007074,0.073059,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3872,0.037975,0.007229,0.072864,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3922,0.038077,0.007400,0.072659,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3974,0.038187,0.007586,0.072431,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4024,0.038303,0.007740,0.072192,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4074,0.038393,0.007894,0.071966,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4127,0.038476,0.008073,0.071713,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4177,0.038558,0.008236,0.071453,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4229,0.038626,0.008424,0.071171,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4279,0.038683,0.008588,0.070903,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4329,0.038728,0.008768,0.070615,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4382,0.038769,0.008957,0.070312,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4432,0.038798,0.009130,0.070016,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4482,0.038807,0.009351,0.069716,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4532,0.038799,0.009533,0.069420,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4584,0.038780,0.009700,0.069107,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4634,0.038734,0.009931,0.068790,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4684,0.038671,0.010139,0.068488,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4737,0.038600,0.010315,0.068144,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4786,0.038505,0.010547,0.067810,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4836,0.038414,0.010738,0.067486,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4889,0.038303,0.010977,0.067127,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4939,0.038189,0.011192,0.066780,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4992,0.038070,0.011406,0.066418,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5042,0.037951,0.011620,0.066066,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5092,0.037818,0.011864,0.065699,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5142,0.037687,0.012061,0.065329,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5194,0.037541,0.012311,0.064924,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5244,0.037391,0.012514,0.064552,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5294,0.037235,0.012763,0.064177,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5347,0.037061,0.013027,0.063769,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5397,0.036890,0.013219,0.063384,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5447,0.036699,0.013466,0.063001,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5499,0.036496,0.013719,0.062611,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5549,0.036292,0.013971,0.062225,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5602,0.036077,0.014206,0.061822,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5652,0.035865,0.014425,0.061435,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5702,0.035644,0.014619,0.061061,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5752,0.035409,0.014905,0.060652,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5802,0.035171,0.015120,0.060269,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5855,0.034908,0.015348,0.059856,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5904,0.034658,0.015568,0.059469,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5957,0.034398,0.015809,0.059063,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6006,0.034134,0.016049,0.058673,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6057,0.033869,0.016242,0.058294,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6109,0.033588,0.016470,0.057881,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6159,0.033330,0.016723,0.057511,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6210,0.033079,0.016942,0.057112,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6262,0.032811,0.017150,0.056686,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6312,0.032550,0.017390,0.056298,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6362,0.032283,0.017605,0.055912,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6415,0.031994,0.017848,0.055522,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6464,0.031717,0.018076,0.055144,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6514,0.031443,0.018241,0.054756,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6564,0.031143,0.018457,0.054382,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6617,0.030832,0.018665,0.054022,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6666,0.030539,0.018865,0.053672,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6719,0.030236,0.019078,0.053306,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6769,0.029949,0.019284,0.052965,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6821,0.029636,0.019495,0.052622,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6872,0.029342,0.019698,0.052291,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6924,0.029047,0.019930,0.051952,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6975,0.028764,0.020140,0.051623,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7027,0.028469,0.020332,0.051298,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7077,0.028192,0.020570,0.050983,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7127,0.027940,0.020756,0.050679,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7180,0.027656,0.020997,0.050337,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7229,0.027396,0.021181,0.050038,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7283,0.027120,0.021371,0.049759,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7332,0.026845,0.021583,0.049478,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7382,0.026589,0.021714,0.049233,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7432,0.026339,0.021852,0.048972,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7482,0.026084,0.021998,0.048741,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7534,0.025812,0.022156,0.048494,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7585,0.025568,0.022279,0.048266,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7634,0.025343,0.022366,0.048036,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7687,0.025089,0.022479,0.047802,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7737,0.024869,0.022573,0.047589,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7787,0.024649,0.022647,0.047407,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7839,0.024425,0.022717,0.047195,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7889,0.024225,0.022776,0.047000,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7943,0.024012,0.022832,0.046797,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7992,0.023817,0.022899,0.046620,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8042,0.023603,0.022986,0.046444,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8094,0.023398,0.023036,0.046258,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8144,0.023217,0.023074,0.046088,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8197,0.023025,0.023132,0.045901,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8247,0.022843,0.023198,0.045725,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8297,0.022657,0.023258,0.045573,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8350,0.022471,0.023296,0.045430,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8399,0.022308,0.023329,0.045286,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8449,0.022127,0.023382,0.045145,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8501,0.021960,0.023420,0.044976,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8552,0.021807,0.023459,0.044825,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8602,0.021652,0.023479,0.044695,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8652,0.021492,0.023505,0.044576,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8705,0.021314,0.023523,0.044463,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8754,0.021165,0.023530,0.044362,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8804,0.021011,0.023522,0.044259,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8854,0.020865,0.023472,0.044175,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8906,0.020714,0.023443,0.044089,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8956,0.020563,0.023393,0.044011,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9007,0.020406,0.023356,0.043926,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9059,0.020246,0.023289,0.043825,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9109,0.020090,0.023223,0.043732,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9159,0.019942,0.023137,0.043649,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9212,0.019799,0.023051,0.043560,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9262,0.019667,0.022951,0.043472,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9312,0.019559,0.022839,0.043368,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9364,0.019451,0.022719,0.043259,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9414,0.019337,0.022591,0.043152,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9464,0.019221,0.022478,0.043046,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9517,0.019089,0.022357,0.042953,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9567,0.018962,0.022231,0.042872,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9617,0.018836,0.022104,0.042790,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9669,0.018704,0.021978,0.042715,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9719,0.018580,0.021853,0.042641,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9769,0.018451,0.021764,0.042584,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9822,0.018312,0.021660,0.042519,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9872,0.018182,0.021564,0.042458,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9922,0.018058,0.021454,0.042392,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9971,0.017927,0.021371,0.042318,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0024,0.017785,0.021273,0.042235,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0074,0.017652,0.021204,0.042161,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0124,0.017516,0.021121,0.042080,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0174,0.017386,0.021045,0.041996,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0226,0.017254,0.020968,0.041891,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0277,0.017131,0.020890,0.041775,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0329,0.016992,0.020811,0.041641,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0379,0.016854,0.020725,0.041525,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0432,0.016702,0.020644,0.041395,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0482,0.016551,0.020577,0.041260,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0532,0.016406,0.020490,0.041128,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0582,0.016260,0.020410,0.041000,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0634,0.016110,0.020330,0.040878,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0684,0.015957,0.020264,0.040756,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0734,0.015805,0.020185,0.040647,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0787,0.015624,0.020102,0.040512,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0837,0.015449,0.020046,0.040366,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0889,0.015274,0.019983,0.040202,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0939,0.015105,0.019941,0.040044,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0989,0.014941,0.019920,0.039884,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1042,0.014759,0.019905,0.039725,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1092,0.014578,0.019909,0.039543,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1142,0.014404,0.019928,0.039363,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1192,0.014236,0.019960,0.039172,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1242,0.014074,0.019999,0.038979,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1295,0.013902,0.020070,0.038762,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1344,0.013720,0.020141,0.038556,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1397,0.013529,0.020229,0.038340,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1447,0.013347,0.020306,0.038138,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1497,0.013146,0.020428,0.037932,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1547,0.012942,0.020549,0.037718,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1599,0.012712,0.020680,0.037507,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1649,0.012495,0.020804,0.037275,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1702,0.012255,0.020937,0.037032,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1752,0.012020,0.021056,0.036783,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1802,0.011773,0.021178,0.036516,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1855,0.011503,0.021336,0.036232,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1904,0.011243,0.021462,0.035959,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1954,0.010977,0.021625,0.035674,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2006,0.010678,0.021794,0.035350,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2057,0.010405,0.021946,0.035041,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2109,0.010104,0.022104,0.034700,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2159,0.009809,0.022255,0.034358,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2209,0.009500,0.022402,0.034006,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2262,0.009168,0.022572,0.033652,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2312,0.008819,0.022778,0.033311,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2361,0.008478,0.022938,0.032973,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2412,0.008102,0.023122,0.032614,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2465,0.007726,0.023304,0.032242,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2514,0.007352,0.023537,0.031869,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2564,0.006988,0.023757,0.031511,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2614,0.006620,0.023986,0.031127,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2667,0.006236,0.024252,0.030708,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2717,0.005884,0.024510,0.030315,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2767,0.005520,0.024782,0.029900,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2819,0.005124,0.025048,0.029437,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2869,0.004752,0.025312,0.029003,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2922,0.004357,0.025602,0.028571,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2972,0.003969,0.025898,0.028160,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3022,0.003588,0.026187,0.027760,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3072,0.003205,0.026473,0.027361,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3125,0.002791,0.026786,0.026941,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3174,0.002401,0.027068,0.026577,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3224,0.001998,0.027383,0.026207,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3277,0.001594,0.027699,0.025830,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3329,0.001197,0.028013,0.025442,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3379,0.000831,0.028318,0.025055,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3432,0.000447,0.028655,0.024621,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3482,0.000098,0.028975,0.024225,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3532,-0.000241,0.029289,0.023835,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3582,-0.000595,0.029617,0.023455,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3635,-0.000954,0.029953,0.023077,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3684,-0.001306,0.030272,0.022729,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3734,-0.001656,0.030578,0.022393,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3784,-0.002009,0.030895,0.022073,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3836,-0.002378,0.031199,0.021754,-28.29,0,150.0,10.0,1.00,0.500,0.300,3.00
